myid = 5	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand06/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.944000e+09	  1	  1000	   203	1.262234378724095e-03	2.371373705661651e+03	6.772070642594930e+02
1.945000e+09	  1	  1000	   402	1.520459193817710e-03	2.371373705661651e+03	6.787801416862552e+02
1.946000e+09	  1	  1000	   425	1.142132447467559e-03	2.371373705661651e+03	6.803498985620727e+02
1.947000e+09	  1	  1000	   781	1.691642595969025e-03	2.371373705661651e+03	6.819236143873861e+02
1.948000e+09	  1	  1000	   898	1.247776261376678e-03	2.371373705661651e+03	6.834945920683294e+02
1.949000e+09	  1	  1000	   444	1.975723022051320e-03	2.371373705661651e+03	6.850647922894885e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.950000e+09	  1	  1000	   182	1.670899735839260e-03	2.371373705661651e+03	6.866379665254802e+02
1.951000e+09	  1	  1000	   941	1.129701607178317e-03	2.371373705661651e+03	6.882104324763670e+02
1.952000e+09	  1	  1000	    76	1.409436599490876e-03	2.371373705661651e+03	6.897799301050934e+02
1.953000e+09	  1	  1000	   580	1.363631250599707e-03	2.371373705661651e+03	6.913553992625237e+02
1.954000e+09	  1	  1000	   167	1.417033941530550e-03	2.371373705661651e+03	6.929236830497512e+02
1.955000e+09	  1	  1000	   788	1.342227186348887e-03	2.371373705661651e+03	6.944955820652409e+02
1.956000e+09	  1	  1000	   762	1.389776960123886e-03	2.371373705661651e+03	6.960669404274732e+02
1.957000e+09	  1	  1000	   947	1.864739154008547e-03	2.371373705661651e+03	6.976385865906881e+02
1.958000e+09	  1	  1000	   739	1.836965803820505e-03	2.371373705661651e+03	6.992090268676825e+02
1.959000e+09	  1	  1000	   735	1.391636807426656e-03	2.371373705661651e+03	7.007805942197073e+02
1.960000e+09	  1	  1000	   813	1.544209812214052e-03	2.371373705661651e+03	7.023522008818653e+02
1.961000e+09	  1	  1000	   453	1.354762090574465e-03	2.371373705661651e+03	7.039240047380453e+02
1.962000e+09	  1	  1000	   316	1.188850629285590e-03	2.371373705661651e+03	7.054934721401207e+02
collision No.58	3.077554e+03[yr]	i=1, j=506	r_ij=6.329155159289034e-05	radius[1]+radius[506]=6.338481524341289e-05
1.963000e+09	  1	  1000	   253	1.172500228477398e-03	2.371373705661651e+03	7.070635801866431e+02
1.964000e+09	  1	  1000	   900	1.489090950141570e-03	2.371373705661651e+03	7.086366995243426e+02
1.965000e+09	  1	  1000	    40	1.375612482899331e-03	2.371373705661651e+03	7.102064865892206e+02
1.966000e+09	  1	  1000	   765	1.301965805640589e-03	2.371373705661651e+03	7.117798276650919e+02
1.967000e+09	  1	  1000	   957	1.546556784226210e-03	2.371373705661651e+03	7.133505662507055e+02
1.968000e+09	  1	  1000	   964	1.378813920202405e-03	2.371373705661651e+03	7.149244942333719e+02
1.969000e+09	  1	  1000	   702	1.434160047590972e-03	2.371373705661651e+03	7.164955233779456e+02
1.970000e+09	  1	  1000	   690	1.839921699155659e-03	2.371373705661651e+03	7.180663411534738e+02
1.971000e+09	  1	  1000	   933	1.770856201090325e-03	2.371373705661651e+03	7.196392997013412e+02
1.972000e+09	  1	  1000	   412	1.891718101882417e-03	2.371373705661651e+03	7.212080665258926e+02
1.973000e+09	  1	  1000	   579	1.518408965049260e-03	2.371373705661651e+03	7.227825571551558e+02
1.974000e+09	  1	  1000	   387	1.577499705146503e-03	2.371373705661651e+03	7.243512002070033e+02
1.975000e+09	  1	  1000	   435	1.400767857018426e-03	2.371373705661651e+03	7.259264394886596e+02
1.976000e+09	  1	  1000	   680	1.484503383765005e-03	2.371373705661651e+03	7.274974794946496e+02
1.977000e+09	  1	  1000	   712	2.173219395503790e-03	2.371373705661651e+03	7.290695378457326e+02
1.978000e+09	  1	  1000	   223	1.090302401518400e-03	2.371373705661651e+03	7.306411199614287e+02
1.979000e+09	  1	  1000	   744	1.914514521504830e-03	2.371373705661651e+03	7.322123544178194e+02
1.980000e+09	  1	  1000	   738	1.170568477650547e-03	2.371373705661651e+03	7.337824996347920e+02
1.981000e+09	  1	  1000	    63	1.574205255305089e-03	2.371373705661651e+03	7.353549839324764e+02
1.982000e+09	  1	  1000	   318	1.839743453905773e-03	2.371373705661651e+03	7.369254014194973e+02
1.983000e+09	  1	  1000	   264	1.656615694184375e-03	2.371373705661651e+03	7.384978768297443e+02
1.984000e+09	  1	  1000	   498	1.716673804182212e-03	2.371373705661651e+03	7.400696933534506e+02
1.985000e+09	  1	  1000	   325	1.904645805250805e-03	2.371373705661651e+03	7.416407286099750e+02
1.986000e+09	  1	  1000	   455	1.392821283042671e-03	2.371373705661651e+03	7.432137429647365e+02
1.987000e+09	  1	  1000	   715	1.775792287230378e-03	2.371373705661651e+03	7.447864830935108e+02
1.988000e+09	  1	  1000	   681	1.492727419382800e-03	2.371373705661651e+03	7.463577843627196e+02
1.989000e+09	  1	  1000	   211	1.555838144711307e-03	2.371373705661651e+03	7.479306429139705e+02
1.990000e+09	  1	  1000	   602	1.198016058960581e-03	2.371373705661651e+03	7.494996472442452e+02
1.991000e+09	  1	  1000	   970	1.807758656359772e-03	2.371373705661651e+03	7.510710441171582e+02
1.992000e+09	  1	  1000	   678	1.688053440340609e-03	2.371373705661651e+03	7.526445294540841e+02
1.993000e+09	  1	  1000	   375	1.676878087693751e-03	2.371373705661651e+03	7.542151993165098e+02
1.994000e+09	  1	  1000	   405	1.689862883022096e-03	2.371373705661651e+03	7.557866601319745e+02
1.995000e+09	  1	  1000	    35	1.876855146222643e-03	2.371373705661651e+03	7.573565738190047e+02
1.996000e+09	  1	  1000	   499	1.162622025824382e-03	2.371373705661651e+03	7.589288263240990e+02
1.997000e+09	  1	  1000	   135	1.424632215696886e-03	2.371373705661651e+03	7.605010969822225e+02
1.998000e+09	  1	  1000	   874	1.301355968598523e-03	2.371373705661651e+03	7.620730703249308e+02
1.999000e+09	  1	  1000	   499	1.663808053250986e-03	2.371373705661651e+03	7.636428393706558e+02
-----
real time > 14200 [s]
Timer expired. Ending this program.
-----
dt_[499]	= 1.045401e-02
E_error	= -1.348297519902490e-03
L_error	= -nan
dE_correct	= 0.000000000000000e+00
step	= 1.999000000000000e+09
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14221.709578[s]
user time	= 12523.196000[s]
system time	= 1679.628000[s]
Execution Time	(total	= 1.422171e+04 [s])
Corrector		= 6.008150e+03 [s]	42.25 [%]
Predictor		= 3.552107e+03 [s]	24.98 [%]
Iteration		= 3.045400e+03 [s]	21.41 [%]
Orbital_Elements	= 1.784301e+01 [s]	 0.13 [%]
Collision_Judgement	= 2.749580e+00 [s]	 0.02 [%]
Energy			= 5.208700e-02 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 1.595408e+03 [s]	11.22 [%]
-----
myid = 5	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand06/tempread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.999000e+09	  1	  1000	   499	1.663808053250986e-03	2.371373705661651e+03	7.636428393706558e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+09	  1	  1000	   443	1.494622925436463e-03	2.371373705661651e+03	7.652144485978237e+02
2.001000e+09	  1	  1000	   197	1.597466193833973e-03	2.371373705661651e+03	7.667850008780462e+02
2.002000e+09	  1	  1000	   655	1.410454780596443e-03	2.371373705661651e+03	7.683568832049168e+02
2.003000e+09	  1	  1000	   852	1.289341363527404e-03	2.371373705661651e+03	7.699294711103292e+02
2.004000e+09	  1	  1000	    49	9.828168991348591e-04	2.371373705661651e+03	7.715003443139129e+02
2.005000e+09	  1	  1000	   184	1.459833048858636e-03	2.371373705661651e+03	7.730749737811749e+02
2.006000e+09	  1	  1000	   465	1.904846630389448e-03	2.371373705661651e+03	7.746444827957281e+02
2.007000e+09	  1	  1000	   393	1.403223264336551e-03	2.371373705661651e+03	7.762138462374822e+02
2.008000e+09	  1	  1000	   302	2.100925229834875e-03	2.371373705661651e+03	7.777864976046735e+02
2.009000e+09	  1	  1000	   854	1.537769674433712e-03	2.371373705661651e+03	7.793586968427883e+02
2.010000e+09	  1	  1000	   821	1.760424931401434e-03	2.371373705661651e+03	7.809306125776235e+02
2.011000e+09	  1	  1000	   499	1.282137598982895e-03	2.371373705661651e+03	7.825036314171883e+02
2.012000e+09	  1	  1000	   573	1.577985419752693e-03	2.371373705661651e+03	7.840742568458738e+02
2.013000e+09	  1	  1000	   784	1.385178983292051e-03	2.371373705661651e+03	7.856452050850691e+02
2.014000e+09	  1	  1000	   619	1.982860738029310e-03	2.371373705661651e+03	7.872189014769201e+02
2.015000e+09	  1	  1000	   438	1.340202524042216e-03	2.371373705661651e+03	7.887898275444915e+02
2.016000e+09	  1	  1000	   379	1.454446780136436e-03	2.371373705661651e+03	7.903620316293647e+02
2.017000e+09	  1	  1000	   706	1.707485933423333e-03	3.162277660168373e+03	1.031053982893823e+00
2.018000e+09	  1	  1000	   514	9.081641574522578e-04	3.162277660168373e+03	2.601315241133257e+00
2.019000e+09	  1	  1000	   831	1.585716722756226e-03	3.162277660168373e+03	4.174821925746040e+00
2.020000e+09	  1	  1000	   228	1.682813028133563e-03	3.162277660168373e+03	5.747321933896184e+00
2.021000e+09	  1	  1000	   892	1.388838792688980e-03	3.162277660168373e+03	7.318601755927149e+00
2.022000e+09	  1	  1000	   494	2.277244616196044e-03	3.162277660168373e+03	8.889851328038098e+00
2.023000e+09	  1	  1000	   408	1.556510401108539e-03	3.162277660168373e+03	1.046403230600958e+01
2.024000e+09	  1	  1000	    49	1.396904010152388e-03	3.162277660168373e+03	1.203536604327810e+01
2.025000e+09	  1	  1000	   355	1.526693464911867e-03	3.162277660168373e+03	1.360609031001521e+01
2.026000e+09	  1	  1000	   317	1.585955021928961e-03	3.162277660168373e+03	1.518041303412517e+01
2.027000e+09	  1	  1000	   123	1.161789199660939e-03	3.162277660168373e+03	1.675076882403183e+01
collision No.59	3.180531e+03[yr]	i=1, j=560	r_ij=6.327106057427523e-05	radius[1]+radius[560]=6.338481524341289e-05
2.028000e+09	  1	  1000	   157	2.136243625661292e-03	3.162277660168373e+03	1.832343847771916e+01
2.029000e+09	  1	  1000	   438	1.034962428242646e-03	3.162277660168373e+03	1.989360404910736e+01
2.030000e+09	  1	  1000	   987	1.218480638240951e-03	3.162277660168373e+03	2.146730312656910e+01
2.031000e+09	  1	  1000	   909	1.755784743919471e-03	3.162277660168373e+03	2.303725947730056e+01
2.032000e+09	  1	  1000	   526	1.688168975029327e-03	3.162277660168373e+03	2.460586051619261e+01
2.033000e+09	  1	  1000	   706	1.195597745030286e-03	3.162277660168373e+03	2.617715077651910e+01
2.034000e+09	  1	  1000	     5	1.325646042899559e-03	3.162277660168373e+03	2.774869183810624e+01
2.035000e+09	  1	  1000	   504	1.185744845803287e-03	3.162277660168373e+03	2.931927637338659e+01
2.036000e+09	  1	  1000	   826	1.452195918326114e-03	3.162277660168373e+03	3.089219280394068e+01
2.037000e+09	  1	  1000	   242	1.529093809469035e-03	3.162277660168373e+03	3.245920099547246e+01
2.038000e+09	  1	  1000	   702	3.299784095829934e-03	3.162277660168373e+03	3.402968447104291e+01
2.039000e+09	  1	  1000	   855	8.641617274813524e-04	3.162277660168373e+03	3.560258732326008e+01
2.040000e+09	  1	  1000	    59	1.606442078698856e-03	3.162277660168373e+03	3.717184784463740e+01
2.041000e+09	  1	  1000	   888	1.656668890978049e-03	3.162277660168373e+03	3.874564955565938e+01
2.042000e+09	  1	  1000	   297	1.202643748597623e-03	3.162277660168373e+03	4.031761198963522e+01
2.043000e+09	  1	  1000	   621	1.644364059573252e-03	3.162277660168373e+03	4.188988896488360e+01
2.044000e+09	  1	  1000	   642	1.276089760214564e-03	3.162277660168373e+03	4.345931672402616e+01
2.045000e+09	  1	  1000	   374	1.249350131165334e-03	3.162277660168373e+03	4.503256608395294e+01
2.046000e+09	  1	  1000	   455	1.465588786063759e-03	3.162277660168373e+03	4.660061989818912e+01
2.047000e+09	  1	  1000	   820	1.378656660157649e-03	3.162277660168373e+03	4.817480344369720e+01
2.048000e+09	  1	  1000	   559	1.558756585861906e-03	3.162277660168373e+03	4.974218184346783e+01
2.049000e+09	  1	  1000	   922	1.729213180002450e-03	3.162277660168373e+03	5.131515891462086e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.050000e+09	  1	  1000	   419	1.904001342604270e-03	3.162277660168373e+03	5.288535283459010e+01
2.051000e+09	  1	  1000	   746	1.243866122223263e-03	3.162277660168373e+03	5.445987362070746e+01
2.052000e+09	  1	  1000	   457	1.597476929075984e-03	3.162277660168373e+03	5.602869979567324e+01
2.053000e+09	  1	  1000	   347	1.730916735584836e-03	3.162277660168373e+03	5.759968347318834e+01
2.054000e+09	  1	  1000	   297	1.123929458328657e-03	3.162277660168373e+03	5.917345602143098e+01
2.055000e+09	  1	  1000	   857	2.099355276646667e-03	3.162277660168373e+03	6.074402160635104e+01
2.056000e+09	  1	  1000	   695	1.658657584006041e-03	3.162277660168373e+03	6.231496100033171e+01
2.057000e+09	  1	  1000	   847	1.380579258538958e-03	3.162277660168373e+03	6.388263280770046e+01
2.058000e+09	  1	  1000	   121	2.133040764386714e-03	3.162277660168373e+03	6.545193260451620e+01
2.059000e+09	  1	  1000	   299	1.861942205300986e-03	3.162277660168373e+03	6.702387650111564e+01
2.060000e+09	  1	  1000	   453	1.290514834209023e-03	3.162277660168373e+03	6.859306901054298e+01
2.061000e+09	  1	  1000	   582	1.691204074099222e-03	3.162277660168373e+03	7.016284893101285e+01
2.062000e+09	  1	  1000	   278	1.443701133791514e-03	3.162277660168373e+03	7.173337661302887e+01
2.063000e+09	  1	  1000	   209	1.598168192935819e-03	3.162277660168373e+03	7.330425425192655e+01
2.064000e+09	  1	  1000	   250	8.257656501897013e-04	3.162277660168373e+03	7.487388799953536e+01
2.065000e+09	  1	  1000	   161	1.435979808121620e-03	3.162277660168373e+03	7.644389398047032e+01
2.066000e+09	  1	  1000	   829	1.446887013432969e-03	3.162277660168373e+03	7.801644903656670e+01
2.067000e+09	  1	  1000	   783	1.713265517758183e-03	3.162277660168373e+03	7.958368684690612e+01
2.068000e+09	  1	  1000	   537	1.804630371956608e-03	3.162277660168373e+03	8.115525720150674e+01
2.069000e+09	  1	  1000	     7	1.587200308636863e-03	3.162277660168373e+03	8.272571767492700e+01
2.070000e+09	  1	  1000	   506	1.316453953854272e-03	3.162277660168373e+03	8.429516664003016e+01
2.071000e+09	  1	  1000	   642	1.560030330271072e-03	3.162277660168373e+03	8.586541665413850e+01
2.072000e+09	  1	  1000	   778	2.148580768093247e-03	3.162277660168373e+03	8.743661837371359e+01
2.073000e+09	  1	  1000	    61	1.217394762818752e-03	3.162277660168373e+03	8.900686698937476e+01
2.074000e+09	  1	  1000	   353	1.599274736972882e-03	3.162277660168373e+03	9.057878756234739e+01
2.075000e+09	  1	  1000	   371	1.108905181908306e-03	3.162277660168373e+03	9.214885636783366e+01
2.076000e+09	  1	  1000	   518	1.444132593647756e-03	3.162277660168373e+03	9.371927470895046e+01
2.077000e+09	  1	  1000	   365	1.309699910448893e-03	3.162277660168373e+03	9.529002970598658e+01
2.078000e+09	  1	  1000	   779	1.847952933852894e-03	3.162277660168373e+03	9.685886535692188e+01
2.079000e+09	  1	  1000	   614	1.395555217057517e-03	3.162277660168373e+03	9.842982208553524e+01
2.080000e+09	  1	  1000	   305	1.524264134182274e-03	3.162277660168373e+03	1.000004601105855e+02
2.081000e+09	  1	  1000	   534	2.195000287927201e-03	3.162277660168373e+03	1.015688582083654e+02
2.082000e+09	  1	  1000	   223	1.518601722680309e-03	3.162277660168373e+03	1.031399223098664e+02
2.083000e+09	  1	  1000	   710	1.139091997917466e-03	3.162277660168373e+03	1.047115497386939e+02
2.084000e+09	  1	  1000	   320	1.586472670164724e-03	3.162277660168373e+03	1.062825599413913e+02
2.085000e+09	  1	  1000	   952	1.995991540263603e-03	3.162277660168373e+03	1.078521716089908e+02
2.086000e+09	  1	  1000	   819	1.516306337855141e-03	3.162277660168373e+03	1.094222423521067e+02
2.087000e+09	  1	  1000	   594	1.631459040509412e-03	3.162277660168373e+03	1.109938848992169e+02
2.088000e+09	  1	  1000	   233	1.591079866841240e-03	3.162277660168373e+03	1.125646570544053e+02
2.089000e+09	  1	  1000	   757	1.189612153820780e-03	3.162277660168373e+03	1.141349290502428e+02
2.090000e+09	  1	  1000	   777	1.740092071413119e-03	3.162277660168373e+03	1.157037471777286e+02
2.091000e+09	  1	  1000	    64	1.352206088011989e-03	3.162277660168373e+03	1.172780961355269e+02
2.092000e+09	  1	  1000	   906	2.143874217155226e-03	3.162277660168373e+03	1.188483029615828e+02
2.093000e+09	  1	  1000	   782	1.433821658283945e-03	3.162277660168373e+03	1.204209036777874e+02
2.094000e+09	  1	  1000	   403	1.483158017700780e-03	3.162277660168373e+03	1.219906447849841e+02
2.095000e+09	  1	  1000	   363	1.930769507842181e-03	3.162277660168373e+03	1.235631410171614e+02
2.096000e+09	  1	  1000	   650	9.123247562783548e-04	3.162277660168373e+03	1.251324264898047e+02
2.097000e+09	  1	  1000	   251	1.239018123947555e-03	3.162277660168373e+03	1.267056004495264e+02
2.098000e+09	  1	  1000	   431	1.410592314408671e-03	3.162277660168373e+03	1.282751920731667e+02
2.099000e+09	  1	  1000	   458	1.429441744588017e-03	3.162277660168373e+03	1.298463997752032e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.100000e+09	  1	  1000	   689	1.476359428923994e-03	3.162277660168373e+03	1.314189837605232e+02
2.101000e+09	  1	  1000	   435	1.349360230556402e-03	3.162277660168373e+03	1.329906006614016e+02
2.102000e+09	  1	  1000	   397	1.601779745863669e-03	3.162277660168373e+03	1.345625933357164e+02
2.103000e+09	  1	  1000	   418	1.720987677699668e-03	3.162277660168373e+03	1.361335415833307e+02
2.104000e+09	  1	  1000	   230	1.511165277215665e-03	3.162277660168373e+03	1.376988369186658e+02
2.105000e+09	  1	  1000	   124	1.895554119151939e-03	3.162277660168373e+03	1.392693063587272e+02
2.106000e+09	  1	  1000	   707	2.093400625479312e-03	3.162277660168373e+03	1.408432368395415e+02
2.107000e+09	  1	  1000	   444	1.399635172741542e-03	3.162277660168373e+03	1.424151070303676e+02
2.108000e+09	  1	  1000	   864	2.391001650462588e-03	3.162277660168373e+03	1.439860187032887e+02
2.109000e+09	  1	  1000	   976	1.581656347924394e-03	3.162277660168373e+03	1.455602712798189e+02
2.110000e+09	  1	  1000	   315	1.583228492727895e-03	3.162277660168373e+03	1.471282473813568e+02
2.111000e+09	  1	  1000	   264	1.408331953539973e-03	3.162277660168373e+03	1.487026650013311e+02
2.112000e+09	  1	  1000	    15	1.062475677852266e-03	3.162277660168373e+03	1.502729691172527e+02
2.113000e+09	  1	  1000	   950	1.766936579555438e-03	3.162277660168373e+03	1.518417483042096e+02
2.114000e+09	  1	  1000	   599	1.440214698420083e-03	3.162277660168373e+03	1.534104885644145e+02
2.115000e+09	  1	  1000	   639	8.163381629965295e-04	3.162277660168373e+03	1.549833920907943e+02
2.116000e+09	  1	  1000	   903	1.048184385247937e-03	3.162277660168373e+03	1.565541179867781e+02
2.117000e+09	  1	  1000	   235	1.309825871691175e-03	3.162277660168373e+03	1.581259807030528e+02
2.118000e+09	  1	  1000	   762	1.314863297389859e-03	3.162277660168373e+03	1.596969687120986e+02
2.119000e+09	  1	  1000	   707	2.090538408730006e-03	3.162277660168373e+03	1.612702310120780e+02
2.120000e+09	  1	  1000	   685	1.587954121416521e-03	3.162277660168373e+03	1.628327485653385e+02
2.121000e+09	  1	  1000	   270	1.178662105717112e-03	3.162277660168373e+03	1.644049429061725e+02
2.122000e+09	  1	  1000	   487	2.064377116356281e-03	3.162277660168373e+03	1.659782455314502e+02
2.123000e+09	  1	  1000	    75	1.733693229001074e-03	3.162277660168373e+03	1.675478858023039e+02
2.124000e+09	  1	  1000	   231	1.329585947975153e-03	3.162277660168373e+03	1.691209118638544e+02
2.125000e+09	  1	  1000	   766	1.582550810036379e-03	3.162277660168373e+03	1.706911065140211e+02
2.126000e+09	  1	  1000	   938	1.537427577231766e-03	3.162277660168373e+03	1.722640871174638e+02
2.127000e+09	  1	  1000	   988	1.704596522619829e-03	3.162277660168373e+03	1.738336091457759e+02
2.128000e+09	  1	  1000	   939	1.576928887983164e-03	3.162277660168373e+03	1.754059467057147e+02
2.129000e+09	  1	  1000	   295	1.555080838514241e-03	3.162277660168373e+03	1.769767965164431e+02
2.130000e+09	  1	  1000	   611	2.288713247999898e-03	3.162277660168373e+03	1.785481093425530e+02
2.131000e+09	  1	  1000	   649	1.435956783681755e-03	3.162277660168373e+03	1.801180604173161e+02
2.132000e+09	  1	  1000	   577	1.250982292989975e-03	3.162277660168373e+03	1.816910567328352e+02
2.133000e+09	  1	  1000	    38	2.167065036528418e-03	3.162277660168373e+03	1.832611461541011e+02
2.134000e+09	  1	  1000	   203	1.484526207025049e-03	3.162277660168373e+03	1.848316468755094e+02
2.135000e+09	  1	  1000	   829	2.340140429192677e-03	3.162277660168373e+03	1.864047318700955e+02
2.136000e+09	  1	  1000	   463	1.774003772692757e-03	3.162277660168373e+03	1.879753832682623e+02
2.137000e+09	  1	  1000	   445	1.838821367285551e-03	3.162277660168373e+03	1.895461399731091e+02
2.138000e+09	  1	  1000	   544	1.747850288460383e-03	3.162277660168373e+03	1.911159832711782e+02
2.139000e+09	  1	  1000	   331	1.801130408499742e-03	3.162277660168373e+03	1.926892619856270e+02
2.140000e+09	  1	  1000	   949	1.806077204457105e-03	3.162277660168373e+03	1.942584931174665e+02
2.141000e+09	  1	  1000	   470	1.686579752706644e-03	3.162277660168373e+03	1.958281045011282e+02
2.142000e+09	  1	  1000	   278	1.314075868908787e-03	3.162277660168373e+03	1.973996572726680e+02
2.143000e+09	  1	  1000	   907	1.366080764879031e-03	3.162277660168373e+03	1.989708998062859e+02
2.144000e+09	  1	  1000	   164	1.397942160510800e-03	3.162277660168373e+03	2.005427105026180e+02
2.145000e+09	  1	  1000	   924	2.048999352823467e-03	3.162277660168373e+03	2.021131353407487e+02
2.146000e+09	  1	  1000	   613	8.628155286948803e-04	3.162277660168373e+03	2.036861180212570e+02
2.147000e+09	  1	  1000	   632	1.298716000518449e-03	3.162277660168373e+03	2.052596750617867e+02
2.148000e+09	  1	  1000	   976	1.315316214069889e-03	3.162277660168373e+03	2.068311329254038e+02
2.149000e+09	  1	  1000	   354	2.443047985355901e-03	3.162277660168373e+03	2.084043883430743e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.150000e+09	  1	  1000	   265	1.232131366453153e-03	3.162277660168373e+03	2.099749789875072e+02
2.151000e+09	  1	  1000	   172	1.820322804282944e-03	3.162277660168373e+03	2.115477475356506e+02
2.152000e+09	  1	  1000	   840	1.624730767056724e-03	3.162277660168373e+03	2.131176937952589e+02
2.153000e+09	  1	  1000	   655	1.500328830938649e-03	3.162277660168373e+03	2.146882541501261e+02
2.154000e+09	  1	  1000	   962	1.394880265338209e-03	3.162277660168373e+03	2.162584266785010e+02
2.155000e+09	  1	  1000	   379	1.819647160763871e-03	3.162277660168373e+03	2.178326875872609e+02
2.156000e+09	  1	  1000	   897	2.102510232016758e-03	3.162277660168373e+03	2.194019410845311e+02
2.157000e+09	  1	  1000	   938	1.268005415304865e-03	3.162277660168373e+03	2.209702488866242e+02
2.158000e+09	  1	  1000	   131	1.281120823988416e-03	3.162277660168373e+03	2.225404077016307e+02
2.159000e+09	  1	  1000	   243	1.947230774249139e-03	3.162277660168373e+03	2.241122282516805e+02
2.160000e+09	  1	  1000	   500	2.147628288827735e-03	3.162277660168373e+03	2.256836805466903e+02
2.161000e+09	  1	  1000	   970	1.802570648884394e-03	3.162277660168373e+03	2.272545481105126e+02
2.162000e+09	  1	  1000	   482	2.034968007375766e-03	3.162277660168373e+03	2.288264574669058e+02
2.163000e+09	  1	  1000	   132	1.621878932937758e-03	3.162277660168373e+03	2.303964187305370e+02
2.164000e+09	  1	  1000	   664	1.335399864306140e-03	3.162277660168373e+03	2.319683746845508e+02
2.165000e+09	  1	  1000	   818	1.385833879613292e-03	3.162277660168373e+03	2.335392833852021e+02
2.166000e+09	  1	  1000	   248	1.597762743237601e-03	3.162277660168373e+03	2.351120664017676e+02
2.167000e+09	  1	  1000	   759	1.355585237444617e-03	3.162277660168373e+03	2.366831338209914e+02
2.168000e+09	  1	  1000	   227	1.770597602824056e-03	3.162277660168373e+03	2.382549467975565e+02
2.169000e+09	  1	  1000	   739	1.471930348283654e-03	3.162277660168373e+03	2.398245460833146e+02
2.170000e+09	  1	  1000	   194	1.437938153013137e-03	3.162277660168373e+03	2.413996823658491e+02
2.171000e+09	  1	  1000	   219	1.325254794705735e-03	3.162277660168373e+03	2.429699432133464e+02
2.172000e+09	  1	  1000	   877	1.436847221676265e-03	3.162277660168373e+03	2.445431260610960e+02
2.173000e+09	  1	  1000	   322	1.257583681895751e-03	3.162277660168373e+03	2.461146941230970e+02
2.174000e+09	  1	  1000	   691	1.744247591420304e-03	3.162277660168373e+03	2.476844661463277e+02
2.175000e+09	  1	  1000	   269	1.871052094400459e-03	3.162277660168373e+03	2.492590712249597e+02
2.176000e+09	  1	  1000	   154	1.462958039985785e-03	3.162277660168373e+03	2.508282894770052e+02
2.177000e+09	  1	  1000	   508	1.707385946427276e-03	3.162277660168373e+03	2.524010863610358e+02
2.178000e+09	  1	  1000	    33	2.486664562558847e-03	3.162277660168373e+03	2.539726817667873e+02
2.179000e+09	  1	  1000	   812	1.732108377988573e-03	3.162277660168373e+03	2.555450435945323e+02
2.180000e+09	  1	  1000	   404	1.525662907356887e-03	3.162277660168373e+03	2.571157620564517e+02
2.181000e+09	  1	  1000	   449	1.770618620961285e-03	3.162277660168373e+03	2.586864019406738e+02
