myid = 37	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/rand38/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E3_t1E4_dtlog_Mtot3E-5_ecc1E-2_nofrag_noacc/
N_tr	1000
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	14200.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*1)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E4)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.014000e+09	  1	  1000	   400	2.687561374835895e-03	3.162277660168373e+03	2.707695996038636e+01
2.015000e+09	  1	  1000	   338	1.221377379160357e-03	3.162277660168373e+03	2.866040773420174e+01
2.016000e+09	  1	  1000	   102	1.480322584740406e-03	3.162277660168373e+03	3.024799274521526e+01
2.017000e+09	  1	  1000	   866	1.582434708981339e-03	3.162277660168373e+03	3.183343592091552e+01
2.018000e+09	  1	  1000	   131	1.634480706947073e-03	3.162277660168373e+03	3.342048529547749e+01
2.019000e+09	  1	  1000	   649	1.614315194423576e-03	3.162277660168373e+03	3.500674325969611e+01
2.020000e+09	  1	  1000	   760	1.005687806435048e-03	3.162277660168373e+03	3.659342103913004e+01
2.021000e+09	  1	  1000	   483	1.403940673302974e-03	3.162277660168373e+03	3.817969843318703e+01
2.022000e+09	  1	  1000	   741	1.524616245703679e-03	3.162277660168373e+03	3.976523071708943e+01
2.023000e+09	  1	  1000	   973	1.413405077439551e-03	3.162277660168373e+03	4.135145819182218e+01
2.024000e+09	  1	  1000	   115	1.545536104430986e-03	3.162277660168373e+03	4.293678046739652e+01
2.025000e+09	  1	  1000	   207	1.141978609968000e-03	3.162277660168373e+03	4.452297039096973e+01
2.026000e+09	  1	  1000	   949	8.712031508917122e-04	3.162277660168373e+03	4.610705482346633e+01
2.027000e+09	  1	  1000	   579	1.858590978970569e-03	3.162277660168373e+03	4.769469151264945e+01
2.028000e+09	  1	  1000	   267	1.320036465898922e-03	3.162277660168373e+03	4.928034479745041e+01
2.029000e+09	  1	  1000	   969	1.099635414711798e-03	3.162277660168373e+03	5.086530785550492e+01
2.030000e+09	  1	  1000	   148	1.803361713098984e-03	3.162277660168373e+03	5.245239249814254e+01
2.031000e+09	  1	  1000	   748	1.769125054681638e-03	3.162277660168373e+03	5.403932226813617e+01
2.032000e+09	  1	  1000	   927	1.758700699090661e-03	3.162277660168373e+03	5.562606605148185e+01
2.033000e+09	  1	  1000	    83	1.366422685710292e-03	3.162277660168373e+03	5.721245182968081e+01
2.034000e+09	  1	  1000	   200	2.024217020942075e-03	3.162277660168373e+03	5.880006204215756e+01
2.035000e+09	  1	  1000	   413	1.651914733625853e-03	3.162277660168373e+03	6.038365439656649e+01
2.036000e+09	  1	  1000	   448	1.388564384090969e-03	3.162277660168373e+03	6.197166773058073e+01
2.037000e+09	  1	  1000	   419	1.304361248060091e-03	3.162277660168373e+03	6.355535610699060e+01
2.038000e+09	  1	  1000	   306	2.077575214929019e-03	3.162277660168373e+03	6.514337108704530e+01
2.039000e+09	  1	  1000	   537	1.605767604306917e-03	3.162277660168373e+03	6.672934456402818e+01
2.040000e+09	  1	  1000	   643	1.388221417568506e-03	3.162277660168373e+03	6.831463816928881e+01
2.041000e+09	  1	  1000	   700	1.366728972420369e-03	3.162277660168373e+03	6.990117327212720e+01
2.042000e+09	  1	  1000	   152	2.317455473919890e-03	3.162277660168373e+03	7.148511224186416e+01
2.043000e+09	  1	  1000	  1001	1.385529133533843e-03	3.162277660168373e+03	7.307225591698251e+01
2.044000e+09	  1	  1000	    11	1.987370477729899e-03	3.162277660168373e+03	7.465583501592312e+01
2.045000e+09	  1	  1000	   997	1.304910549826788e-03	3.162277660168373e+03	7.624228093805615e+01
2.046000e+09	  1	  1000	   196	1.685297193269182e-03	3.162277660168373e+03	7.782785285992752e+01
2.047000e+09	  1	  1000	   740	2.567862754226618e-03	3.162277660168373e+03	7.941368176871373e+01
2.048000e+09	  1	  1000	   609	1.447390022615949e-03	3.162277660168373e+03	8.100194971659911e+01
2.049000e+09	  1	  1000	   917	1.103281966667001e-03	3.162277660168373e+03	8.258376229270628e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.050000e+09	  1	  1000	   937	1.553920969695518e-03	3.162277660168373e+03	8.417333842058437e+01
2.051000e+09	  1	  1000	   469	1.899856421380476e-03	3.162277660168373e+03	8.575619818468704e+01
2.052000e+09	  1	  1000	   463	1.363890436250661e-03	3.162277660168373e+03	8.734465145290287e+01
2.053000e+09	  1	  1000	   701	1.738239307183509e-03	3.162277660168373e+03	8.892767162530163e+01
2.054000e+09	  1	  1000	    66	1.223196284329761e-03	3.162277660168373e+03	9.051539271098900e+01
2.055000e+09	  1	  1000	   782	1.922181909275959e-03	3.162277660168373e+03	9.210116830049863e+01
2.056000e+09	  1	  1000	   269	1.328304925777038e-03	3.162277660168373e+03	9.368688463773037e+01
2.057000e+09	  1	  1000	   915	1.217851638840512e-03	3.162277660168373e+03	9.527468449981180e+01
2.058000e+09	  1	  1000	   214	1.432376614635974e-03	3.162277660168373e+03	9.686030390616372e+01
2.059000e+09	  1	  1000	   578	1.373163682844746e-03	3.162277660168373e+03	9.844631854723843e+01
2.060000e+09	  1	  1000	   352	1.406721522998738e-03	3.162277660168373e+03	1.000274881808275e+02
2.061000e+09	  1	  1000	   561	1.314140656184318e-03	3.162277660168373e+03	1.016137186080008e+02
2.062000e+09	  1	  1000	   697	1.402497916012162e-03	3.162277660168373e+03	1.032001777957932e+02
2.063000e+09	  1	  1000	   808	1.561503424604868e-03	3.162277660168373e+03	1.047858721347591e+02
2.064000e+09	  1	  1000	   934	1.627481451734265e-03	3.162277660168373e+03	1.063733616737544e+02
2.065000e+09	  1	  1000	   291	1.485711877315465e-03	3.162277660168373e+03	1.079577982936241e+02
2.066000e+09	  1	  1000	   631	1.621093998194975e-03	3.162277660168373e+03	1.095440258463913e+02
2.067000e+09	  1	  1000	   245	1.513052413189193e-03	3.162277660168373e+03	1.111284569532138e+02
2.068000e+09	  1	  1000	   388	1.529832519471066e-03	3.162277660168373e+03	1.127129674728538e+02
2.069000e+09	  1	  1000	   405	1.875282841123051e-03	3.162277660168373e+03	1.142980418151525e+02
2.070000e+09	  1	  1000	     1	1.410971641937436e-03	3.162277660168373e+03	1.158857061761782e+02
2.071000e+09	  1	  1000	   160	1.782314118995938e-03	3.162277660168373e+03	1.174700440656700e+02
2.072000e+09	  1	  1000	   541	1.503310155996198e-03	3.162277660168373e+03	1.190580106571125e+02
2.073000e+09	  1	  1000	   720	1.719796070355421e-03	3.162277660168373e+03	1.206422400060152e+02
2.074000e+09	  1	  1000	    21	1.532468329797626e-03	3.162277660168373e+03	1.222297989147126e+02
2.075000e+09	  1	  1000	   630	1.563020906674513e-03	3.162277660168373e+03	1.238123316176628e+02
2.076000e+09	  1	  1000	   377	1.322189867059902e-03	3.162277660168373e+03	1.253996708805706e+02
2.077000e+09	  1	  1000	   973	1.158666036960996e-03	3.162277660168373e+03	1.269847406421699e+02
2.078000e+09	  1	  1000	   124	1.785111717565892e-03	3.162277660168373e+03	1.285714637016207e+02
2.079000e+09	  1	  1000	   692	1.605070244567415e-03	3.162277660168373e+03	1.301585657698693e+02
2.080000e+09	  1	  1000	   650	1.289737338381085e-03	3.162277660168373e+03	1.317433710320512e+02
2.081000e+09	  1	  1000	   605	1.123252992991651e-03	3.162277660168373e+03	1.333301752382887e+02
2.082000e+09	  1	  1000	   476	9.684346670323499e-04	3.162277660168373e+03	1.349137094881715e+02
2.083000e+09	  1	  1000	   215	1.534539111903901e-03	3.162277660168373e+03	1.365004710091581e+02
2.084000e+09	  1	  1000	   302	1.649091423007465e-03	3.162277660168373e+03	1.380871377527011e+02
2.085000e+09	  1	  1000	   324	1.403181181342813e-03	3.162277660168373e+03	1.396719026696918e+02
2.086000e+09	  1	  1000	   737	1.528886732939670e-03	3.162277660168373e+03	1.412603883280366e+02
2.087000e+09	  1	  1000	   676	2.006262182156360e-03	3.162277660168373e+03	1.428434356289837e+02
2.088000e+09	  1	  1000	   908	1.540506117032063e-03	3.162277660168373e+03	1.444326804691120e+02
2.089000e+09	  1	  1000	   822	1.268786895024586e-03	3.162277660168373e+03	1.460171832254167e+02
2.090000e+09	  1	  1000	   139	1.830301734364721e-03	3.162277660168373e+03	1.476047216172448e+02
2.091000e+09	  1	  1000	   264	1.508253526827931e-03	3.162277660168373e+03	1.491904642276857e+02
2.092000e+09	  1	  1000	   491	1.973802007744904e-03	3.162277660168373e+03	1.507778974729139e+02
2.093000e+09	  1	  1000	   747	1.868251846517101e-03	3.162277660168373e+03	1.523636897405129e+02
2.094000e+09	  1	  1000	   576	1.652743529112184e-03	3.162277660168373e+03	1.539496358314579e+02
2.095000e+09	  1	  1000	   346	8.876030037213944e-04	3.162277660168373e+03	1.555383075807319e+02
2.096000e+09	  1	  1000	   355	1.139837481131251e-03	3.162277660168373e+03	1.571220366010422e+02
2.097000e+09	  1	  1000	   614	1.858735531009873e-03	3.162277660168373e+03	1.587082072466523e+02
2.098000e+09	  1	  1000	   746	1.300297014278062e-03	3.162277660168373e+03	1.602928248857970e+02
2.099000e+09	  1	  1000	   180	1.841137974599196e-03	3.162277660168373e+03	1.618796368727954e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.100000e+09	  1	  1000	   828	1.917231358486370e-03	3.162277660168373e+03	1.634657865925085e+02
2.101000e+09	  1	  1000	   357	1.817858978160305e-03	3.162277660168373e+03	1.650503068872849e+02
2.102000e+09	  1	  1000	   400	1.571603763973910e-03	3.162277660168373e+03	1.666378807508509e+02
2.103000e+09	  1	  1000	    58	1.645003608429971e-03	3.162277660168373e+03	1.682242228394441e+02
2.104000e+09	  1	  1000	   999	2.073062698906257e-03	3.162277660168373e+03	1.698096750204307e+02
2.105000e+09	  1	  1000	   461	1.627292363276875e-03	3.162277660168373e+03	1.713984318844962e+02
2.106000e+09	  1	  1000	   434	1.784906590003325e-03	3.162277660168373e+03	1.729831434699299e+02
2.107000e+09	  1	  1000	    76	1.537346016602143e-03	3.162277660168373e+03	1.745707229930022e+02
2.108000e+09	  1	  1000	   357	1.533873803416322e-03	3.162277660168373e+03	1.761560330447913e+02
2.109000e+09	  1	  1000	   507	2.240864469429766e-03	3.162277660168373e+03	1.777422528073514e+02
2.110000e+09	  1	  1000	   837	1.451432778911070e-03	3.162277660168373e+03	1.793281841246305e+02
2.111000e+09	  1	  1000	    75	1.176841127982419e-03	3.162277660168373e+03	1.809159206747753e+02
2.112000e+09	  1	  1000	   111	1.488334098661826e-03	3.162277660168373e+03	1.825012591984355e+02
2.113000e+09	  1	  1000	     3	1.361108989820535e-03	3.162277660168373e+03	1.840871806331859e+02
2.114000e+09	  1	  1000	   598	1.309778991870213e-03	3.162277660168373e+03	1.856766588131741e+02
2.115000e+09	  1	  1000	   879	1.293964276133226e-03	3.162277660168373e+03	1.872596909170000e+02
2.116000e+09	  1	  1000	   208	1.430365622197391e-03	3.162277660168373e+03	1.888490985742869e+02
2.117000e+09	  1	  1000	   673	1.928094419122870e-03	3.162277660168373e+03	1.904320136953093e+02
2.118000e+09	  1	  1000	   367	1.572993981090765e-03	3.162277660168373e+03	1.920203568867477e+02
2.119000e+09	  1	  1000	     2	1.256189617371962e-03	3.162277660168373e+03	1.936066391568806e+02
2.120000e+09	  1	  1000	   492	1.519390087047262e-03	3.162277660168373e+03	1.951937680155783e+02
2.121000e+09	  1	  1000	   729	1.798044340263409e-03	3.162277660168373e+03	1.967802815953183e+02
2.122000e+09	  1	  1000	   664	1.634166354941145e-03	3.162277660168373e+03	1.983664886139623e+02
2.123000e+09	  1	  1000	   311	1.665274256450815e-03	3.162277660168373e+03	1.999524210735842e+02
2.124000e+09	  1	  1000	   860	1.841304464436184e-03	3.162277660168373e+03	2.015383748647664e+02
2.125000e+09	  1	  1000	   595	1.710711797331495e-03	3.162277660168373e+03	2.031252389114726e+02
2.126000e+09	  1	  1000	   858	1.303440907771102e-03	3.162277660168373e+03	2.047104044819088e+02
2.127000e+09	  1	  1000	   470	1.042627760032998e-03	3.162277660168373e+03	2.062984935759466e+02
2.128000e+09	  1	  1000	   688	1.721977459647682e-03	3.162277660168373e+03	2.078845028773552e+02
2.129000e+09	  1	  1000	   859	1.313624870197994e-03	3.162277660168373e+03	2.094711497728225e+02
2.130000e+09	  1	  1000	   284	1.528667069261206e-03	3.162277660168373e+03	2.110556092963750e+02
2.131000e+09	  1	  1000	   473	1.336869144340261e-03	3.162277660168373e+03	2.126432416398143e+02
2.132000e+09	  1	  1000	   667	1.352245744891298e-03	3.162277660168373e+03	2.142262880684893e+02
2.133000e+09	  1	  1000	   704	1.306685279660965e-03	3.162277660168373e+03	2.158163721304383e+02
2.134000e+09	  1	  1000	   219	1.439155081052882e-03	3.162277660168373e+03	2.174013462978691e+02
2.135000e+09	  1	  1000	   177	1.666741787761118e-03	3.162277660168373e+03	2.189892632770869e+02
2.136000e+09	  1	  1000	   844	1.560317876237222e-03	3.162277660168373e+03	2.205732169013079e+02
2.137000e+09	  1	  1000	    42	1.554358027501170e-03	3.162277660168373e+03	2.221620504868034e+02
2.138000e+09	  1	  1000	   130	1.298552049715273e-03	3.162277660168373e+03	2.237462991563860e+02
2.139000e+09	  1	  1000	   652	9.503405805705822e-04	3.162277660168373e+03	2.253371959779238e+02
2.140000e+09	  1	  1000	   607	1.786672798288659e-03	3.162277660168373e+03	2.269210819813133e+02
2.141000e+09	  1	  1000	   369	1.766235953726382e-03	3.162277660168373e+03	2.285085806663117e+02
2.142000e+09	  1	  1000	   281	1.844259157768806e-03	3.162277660168373e+03	2.300950379345882e+02
2.143000e+09	  1	  1000	   947	1.049035359510848e-03	3.162277660168373e+03	2.316820095965537e+02
2.144000e+09	  1	  1000	   962	1.343646816039774e-03	3.162277660168373e+03	2.332697926639465e+02
2.145000e+09	  1	  1000	   132	2.083135545086051e-03	3.162277660168373e+03	2.348556903443668e+02
2.146000e+09	  1	  1000	   261	1.563487810798228e-03	3.162277660168373e+03	2.364438170584207e+02
2.147000e+09	  1	  1000	   740	1.711348613270856e-03	3.162277660168373e+03	2.380306334877818e+02
2.148000e+09	  1	  1000	   143	1.424053929587394e-03	3.162277660168373e+03	2.396165757373659e+02
2.149000e+09	  1	  1000	   684	1.707893447531593e-03	3.162277660168373e+03	2.412044822233796e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.150000e+09	  1	  1000	   377	1.798682850024718e-03	3.162277660168373e+03	2.427899694852678e+02
2.151000e+09	  1	  1000	   904	1.424422856278305e-03	3.162277660168373e+03	2.443793702325088e+02
2.152000e+09	  1	  1000	   670	1.259156820697578e-03	3.162277660168373e+03	2.459643678943939e+02
2.153000e+09	  1	  1000	   485	1.376922028775769e-03	3.162277660168373e+03	2.475511332477546e+02
2.154000e+09	  1	  1000	   458	1.705169490435047e-03	3.162277660168373e+03	2.491366190533354e+02
2.155000e+09	  1	  1000	   607	1.940440810114244e-03	3.162277660168373e+03	2.507238150043976e+02
2.156000e+09	  1	  1000	   464	1.605266347990177e-03	3.162277660168373e+03	2.523101647426688e+02
2.157000e+09	  1	  1000	   296	1.631347014168435e-03	3.162277660168373e+03	2.538967279614356e+02
2.158000e+09	  1	  1000	   380	1.563253713261211e-03	3.162277660168373e+03	2.554827888416599e+02
2.159000e+09	  1	  1000	   662	1.662777754817937e-03	3.162277660168373e+03	2.570716760008842e+02
2.160000e+09	  1	  1000	   919	1.704776460030749e-03	3.162277660168373e+03	2.586561339778074e+02
2.161000e+09	  1	  1000	   129	1.575953864068598e-03	3.162277660168373e+03	2.602454540611486e+02
2.162000e+09	  1	  1000	   805	1.547534749341812e-03	3.162277660168373e+03	2.618302229045749e+02
2.163000e+09	  1	  1000	   725	1.219213048597762e-03	3.162277660168373e+03	2.634167354852581e+02
2.164000e+09	  1	  1000	   416	1.495479370211376e-03	3.162277660168373e+03	2.650037741807029e+02
2.165000e+09	  1	  1000	   377	1.636054478938479e-03	3.162277660168373e+03	2.665895129782180e+02
2.166000e+09	  1	  1000	   177	1.610879163788046e-03	3.162277660168373e+03	2.681769004180435e+02
2.167000e+09	  1	  1000	   781	1.784331996267847e-03	3.162277660168373e+03	2.697632425944551e+02
2.168000e+09	  1	  1000	    81	1.586748725536350e-03	3.162277660168373e+03	2.713507207383889e+02
2.169000e+09	  1	  1000	     5	1.851450469837626e-03	3.162277660168373e+03	2.729374435991335e+02
2.170000e+09	  1	  1000	   845	1.068926133344317e-03	3.162277660168373e+03	2.745231629135290e+02
2.171000e+09	  1	  1000	   952	1.306561185507510e-03	3.162277660168373e+03	2.761113444027785e+02
2.172000e+09	  1	  1000	   959	1.849191568874582e-03	3.162277660168373e+03	2.776974452713580e+02
2.173000e+09	  1	  1000	   413	1.310359315618756e-03	3.162277660168373e+03	2.792832420677778e+02
2.174000e+09	  1	  1000	   745	1.844901380192679e-03	3.162277660168373e+03	2.808701404767185e+02
2.175000e+09	  1	  1000	   736	1.874306219147687e-03	3.162277660168373e+03	2.824571049461227e+02
2.176000e+09	  1	  1000	   907	1.656336640846826e-03	3.162277660168373e+03	2.840428380828424e+02
2.177000e+09	  1	  1000	   390	1.572354918660119e-03	3.162277660168373e+03	2.856296752533209e+02
2.178000e+09	  1	  1000	   174	1.620823502138513e-03	3.162277660168373e+03	2.872141761818295e+02
2.179000e+09	  1	  1000	   308	1.500986825450609e-03	3.162277660168373e+03	2.888034013105469e+02
2.180000e+09	  1	  1000	   689	1.797124052976606e-03	3.162277660168373e+03	2.903882143623879e+02
2.181000e+09	  1	  1000	   352	1.815372763862219e-03	3.162277660168373e+03	2.919743951940316e+02
2.182000e+09	  1	  1000	   890	2.093227956055645e-03	3.162277660168373e+03	2.935605292607306e+02
2.183000e+09	  1	  1000	   384	1.609120730411035e-03	3.162277660168373e+03	2.951470668341238e+02
2.184000e+09	  1	  1000	   766	1.690582348718470e-03	3.162277660168373e+03	2.967310874713576e+02
2.185000e+09	  1	  1000	   376	1.895729944327476e-03	3.162277660168373e+03	2.983185362670372e+02
2.186000e+09	  1	  1000	   127	1.366003068834856e-03	3.162277660168373e+03	2.999040082175317e+02
2.187000e+09	  1	  1000	    75	1.124093829043139e-03	3.162277660168373e+03	3.014869153059672e+02
2.188000e+09	  1	  1000	   365	9.853728536323202e-04	3.162277660168373e+03	3.030736441558868e+02
2.189000e+09	  1	  1000	   720	1.690629100514921e-03	3.162277660168373e+03	3.046594365339584e+02
2.190000e+09	  1	  1000	   630	1.527035146375969e-03	3.162277660168373e+03	3.062473585869509e+02
2.191000e+09	  1	  1000	   683	1.720202277381976e-03	3.162277660168373e+03	3.078321280464514e+02
2.192000e+09	  1	  1000	   866	1.644953755642254e-03	3.162277660168373e+03	3.094203136799521e+02
2.193000e+09	  1	  1000	   627	1.872923333994692e-03	3.162277660168373e+03	3.110054692778965e+02
2.194000e+09	  1	  1000	   207	1.421575659152330e-03	3.162277660168373e+03	3.125938885499503e+02
2.195000e+09	  1	  1000	   616	1.351334929425993e-03	3.162277660168373e+03	3.141778751851054e+02
2.196000e+09	  1	  1000	   114	1.600649305003042e-03	3.162277660168373e+03	3.157661632329579e+02
2.197000e+09	  1	  1000	   898	1.831718516309677e-03	3.162277660168373e+03	3.173509744403398e+02
2.198000e+09	  1	  1000	   613	1.369393725938285e-03	3.162277660168373e+03	3.189386016521303e+02
2.199000e+09	  1	  1000	   797	7.797412368420669e-04	3.162277660168373e+03	3.205235634761378e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.200000e+09	  1	  1000	   746	1.314409312512342e-03	3.162277660168373e+03	3.221114005093052e+02
2.201000e+09	  1	  1000	   317	1.347907458503429e-03	3.162277660168373e+03	3.236946463662687e+02
2.202000e+09	  1	  1000	   817	1.614376533602868e-03	3.162277660168373e+03	3.252801258669647e+02
2.203000e+09	  1	  1000	   824	1.316441977383809e-03	3.162277660168373e+03	3.268611562795444e+02
2.204000e+09	  1	  1000	   675	1.984097187555392e-03	3.162277660168373e+03	3.284489297260534e+02
2.205000e+09	  1	  1000	   800	1.500360493637949e-03	3.162277660168373e+03	3.300349234332635e+02
2.206000e+09	  1	  1000	   394	1.569814838963267e-03	3.162277660168373e+03	3.316229448314999e+02
2.207000e+09	  1	  1000	   760	1.682828211890322e-03	3.162277660168373e+03	3.332095122080992e+02
2.208000e+09	  1	  1000	    26	1.819247206157718e-03	3.162277660168373e+03	3.347972017671710e+02
2.209000e+09	  1	  1000	    80	1.737411003160298e-03	3.162277660168373e+03	3.363829074211426e+02
2.210000e+09	  1	  1000	   663	1.274009739020022e-03	3.162277660168373e+03	3.379719325698789e+02
2.211000e+09	  1	  1000	   175	1.862142362086523e-03	3.162277660168373e+03	3.395565949930923e+02
2.212000e+09	  1	  1000	   246	1.293898762407409e-03	3.162277660168373e+03	3.411462758641111e+02
2.213000e+09	  1	  1000	     5	1.853559094785628e-03	3.162277660168373e+03	3.427306990668592e+02
2.214000e+09	  1	  1000	   771	1.860820663409739e-03	3.162277660168373e+03	3.443185649914732e+02
2.215000e+09	  1	  1000	   114	1.690449371064813e-03	3.162277660168373e+03	3.459060147882277e+02
2.216000e+09	  1	  1000	   477	1.801689811948758e-03	3.162277660168373e+03	3.474917672796283e+02
2.217000e+09	  1	  1000	   338	1.190034743524182e-03	3.162277660168373e+03	3.490787397420204e+02
2.218000e+09	  1	  1000	   495	1.505906860898853e-03	3.162277660168373e+03	3.506658546953070e+02
2.219000e+09	  1	  1000	   242	1.651119845057024e-03	3.162277660168373e+03	3.522536488835564e+02
2.220000e+09	  1	  1000	   300	2.491018806088658e-03	3.162277660168373e+03	3.538404606462660e+02
2.221000e+09	  1	  1000	   941	1.671162410176293e-03	3.162277660168373e+03	3.554285065472512e+02
2.222000e+09	  1	  1000	   417	1.024097482573516e-03	3.162277660168373e+03	3.570139626146334e+02
2.223000e+09	  1	  1000	   648	1.597588414291531e-03	3.162277660168373e+03	3.586012688297976e+02
2.224000e+09	  1	  1000	   427	1.441190306745754e-03	3.162277660168373e+03	3.601882979158153e+02
2.225000e+09	  1	  1000	    32	1.813025500645337e-03	3.162277660168373e+03	3.617753144724874e+02
2.226000e+09	  1	  1000	   327	1.385331139594293e-03	3.162277660168373e+03	3.633619157594204e+02
2.227000e+09	  1	  1000	   996	1.548240898786990e-03	3.162277660168373e+03	3.649484844489387e+02
2.228000e+09	  1	  1000	   591	1.692813064371757e-03	3.162277660168373e+03	3.665344792563209e+02
2.229000e+09	  1	  1000	   867	1.293814965009385e-03	3.162277660168373e+03	3.681193785209649e+02
2.230000e+09	  1	  1000	   615	2.036173878410181e-03	3.162277660168373e+03	3.697064306523108e+02
2.231000e+09	  1	  1000	   311	1.624562980943037e-03	3.162277660168373e+03	3.712925685982468e+02
2.232000e+09	  1	  1000	   973	1.328799066909105e-03	3.162277660168373e+03	3.728780719905106e+02
2.233000e+09	  1	  1000	   296	1.621053369466819e-03	3.162277660168373e+03	3.744638978700843e+02
2.234000e+09	  1	  1000	   403	1.325662064136186e-03	3.162277660168373e+03	3.760521961057403e+02
2.235000e+09	  1	  1000	   439	1.297494493223843e-03	3.162277660168373e+03	3.776379524299167e+02
2.236000e+09	  1	  1000	   492	1.457725339481641e-03	3.162277660168373e+03	3.792228607775907e+02
2.237000e+09	  1	  1000	   774	1.630430795897244e-03	3.162277660168373e+03	3.808089640447851e+02
2.238000e+09	  1	  1000	   999	1.754757917136315e-03	3.162277660168373e+03	3.823956965374052e+02
2.239000e+09	  1	  1000	   287	2.106135454364368e-03	3.162277660168373e+03	3.839829188940520e+02
2.240000e+09	  1	  1000	   372	1.398651863024731e-03	3.162277660168373e+03	3.855681751516423e+02
2.241000e+09	  1	  1000	   321	1.401233389935019e-03	3.162277660168373e+03	3.871564182709971e+02
2.242000e+09	  1	  1000	   950	2.376499369964773e-03	3.162277660168373e+03	3.887428681694589e+02
2.243000e+09	  1	  1000	   454	1.839632586626320e-03	3.162277660168373e+03	3.903305357886366e+02
2.244000e+09	  1	  1000	   962	1.373848986730904e-03	3.162277660168373e+03	3.919169221061463e+02
2.245000e+09	  1	  1000	   772	1.505627077630609e-03	3.162277660168373e+03	3.935050185841333e+02
2.246000e+09	  1	  1000	   391	1.554080019222606e-03	3.162277660168373e+03	3.950914673888572e+02
2.247000e+09	  1	  1000	   568	1.637002371239012e-03	3.162277660168373e+03	3.966793047029574e+02
2.248000e+09	  1	  1000	   882	1.575320954394488e-03	3.162277660168373e+03	3.982650938914921e+02
2.249000e+09	  1	  1000	   867	2.015789139534058e-03	3.162277660168373e+03	3.998526901358954e+02
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.250000e+09	  1	  1000	   641	1.661871330542951e-03	3.162277660168373e+03	4.014371568644113e+02
2.251000e+09	  1	  1000	   857	2.136049349178577e-03	3.162277660168373e+03	4.030251060632924e+02
2.252000e+09	  1	  1000	   627	1.649734418780735e-03	3.162277660168373e+03	4.046114372321574e+02
2.253000e+09	  1	  1000	   789	1.197999632571226e-03	3.162277660168373e+03	4.061985707030641e+02
2.254000e+09	  1	  1000	   514	1.492481665967259e-03	3.162277660168373e+03	4.077854097694371e+02
2.255000e+09	  1	  1000	   230	2.142452317421566e-03	3.162277660168373e+03	4.093717438721331e+02
2.256000e+09	  1	  1000	   686	2.181426724421487e-03	3.162277660168373e+03	4.109590626689074e+02
2.257000e+09	  1	  1000	   100	1.623585955162125e-03	3.162277660168373e+03	4.125454139380241e+02
2.258000e+09	  1	  1000	   829	1.466877911322163e-03	3.162277660168373e+03	4.141326463269500e+02
2.259000e+09	  1	  1000	   238	1.621453507352666e-03	3.162277660168373e+03	4.157194262435805e+02
2.260000e+09	  1	  1000	   989	1.382106351344027e-03	3.162277660168373e+03	4.173071495382907e+02
2.261000e+09	  1	  1000	   263	1.427643804172965e-03	3.162277660168373e+03	4.188932611344584e+02
2.262000e+09	  1	  1000	   785	1.182723747048291e-03	3.162277660168373e+03	4.204796104792345e+02
2.263000e+09	  1	  1000	    61	1.493087562604622e-03	3.162277660168373e+03	4.220654823881464e+02
2.264000e+09	  1	  1000	   301	1.468566238898685e-03	3.162277660168373e+03	4.236508016655899e+02
2.265000e+09	  1	  1000	   767	2.221293751908502e-03	3.162277660168373e+03	4.252382671418872e+02
2.266000e+09	  1	  1000	   597	2.173688729507442e-03	3.162277660168373e+03	4.268246349084946e+02
2.267000e+09	  1	  1000	   673	1.523121244164898e-03	3.162277660168373e+03	4.284118492738435e+02
