8.946000e+08	  3	  2923	   923	1.037152275927777e-03	4.216965034285813e+02	5.881702700436114e+01
8.947000e+08	  3	  2923	    87	2.224412457144289e-03	4.216965034285813e+02	5.887180251114989e+01
8.948000e+08	  3	  2923	  1180	2.387500793701437e-03	4.216965034285813e+02	5.892655640977969e+01
8.949000e+08	  3	  2923	  1365	1.554830608748029e-03	4.216965034285813e+02	5.898121979188226e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
8.950000e+08	  3	  2923	  2689	1.283547468529772e-03	4.216965034285813e+02	5.903574180179030e+01
8.951000e+08	  3	  2923	   229	1.531389905922527e-03	4.216965034285813e+02	5.909025555435939e+01
8.952000e+08	  3	  2923	  2145	1.482523453942291e-03	4.216965034285813e+02	5.914470441861723e+01
8.953000e+08	  3	  2923	  2922	1.817878045827137e-03	4.216965034285813e+02	5.919912024319543e+01
8.954000e+08	  3	  2923	  1682	1.257949360712332e-03	4.216965034285813e+02	5.925351495676734e+01
8.955000e+08	  3	  2923	  2241	2.022111330115372e-03	4.216965034285813e+02	5.930791797505199e+01
8.956000e+08	  3	  2923	  2454	1.757993606366493e-03	4.216965034285813e+02	5.936235254801487e+01
8.957000e+08	  3	  2923	  1501	1.824260348505442e-03	4.216965034285813e+02	5.941686842590713e+01
8.958000e+08	  3	  2923	   239	1.513786785571703e-03	4.216965034285813e+02	5.947146670913367e+01
8.959000e+08	  3	  2923	  1381	1.364893362638653e-03	4.216965034285813e+02	5.952615160044492e+01
8.960000e+08	  3	  2923	   255	1.294180332854058e-03	4.216965034285813e+02	5.958091687304137e+01
8.961000e+08	  3	  2923	  2419	1.414050728751222e-03	4.216965034285813e+02	5.963574392317420e+01
8.962000e+08	  3	  2923	  1993	1.941056165480973e-03	4.216965034285813e+02	5.969050645947247e+01
8.963000e+08	  3	  2923	  2354	1.970678709804156e-03	4.216965034285813e+02	5.974492384181426e+01
8.964000e+08	  3	  2923	  1674	1.099544959870495e-03	4.216965034285813e+02	5.979967939234891e+01
8.965000e+08	  3	  2923	  2524	1.576169979245073e-03	4.216965034285813e+02	5.985440596882697e+01
8.966000e+08	  3	  2923	  1532	1.343914943757153e-03	4.216965034285813e+02	5.990908422644923e+01
8.967000e+08	  3	  2923	   723	1.367820756634408e-03	4.216965034285813e+02	5.996369769878371e+01
8.968000e+08	  3	  2923	  2426	1.574627502600708e-03	4.216965034285813e+02	6.001818947914522e+01
8.969000e+08	  3	  2923	  2210	1.319670015732594e-03	4.216965034285813e+02	6.007266671262050e+01
8.970000e+08	  3	  2923	  1056	2.235781795241202e-03	4.216965034285813e+02	6.012711284892511e+01
8.971000e+08	  3	  2923	  1094	2.144530263815776e-03	4.216965034285813e+02	6.018158702541899e+01
8.972000e+08	  3	  2923	  1350	1.571463211883843e-03	4.216965034285813e+02	6.023602649105937e+01
8.973000e+08	  3	  2923	  2055	1.906500967281426e-03	4.216965034285813e+02	6.029047111466169e+01
8.974000e+08	  3	  2923	   588	1.691342162769434e-03	4.216965034285813e+02	6.034489720779961e+01
8.975000e+08	  3	  2923	   660	1.405998887336369e-03	4.216965034285813e+02	6.039938581314689e+01
8.976000e+08	  3	  2923	  2759	1.903422397980760e-03	4.216965034285813e+02	6.045391358260830e+01
8.977000e+08	  3	  2923	  1860	1.713803692287786e-03	4.216965034285813e+02	6.050783888994018e+01
8.978000e+08	  3	  2923	  2681	1.253097354289222e-03	4.216965034285813e+02	6.056204355391075e+01
8.979000e+08	  3	  2923	  2172	1.998861607657208e-03	4.216965034285813e+02	6.061666672064756e+01
8.980000e+08	  3	  2923	  1726	1.382927039385681e-03	4.216965034285813e+02	6.067132685519397e+01
8.981000e+08	  3	  2923	  1707	1.081245904959919e-03	4.216965034285813e+02	6.072595530178050e+01
8.982000e+08	  3	  2923	  2293	2.050125758785025e-03	4.216965034285813e+02	6.078082043793604e+01
8.983000e+08	  3	  2923	   765	2.017790891280401e-03	4.216965034285813e+02	6.083568844291562e+01
8.984000e+08	  3	  2923	   358	1.280635945096875e-03	4.216965034285813e+02	6.089048075652502e+01
8.985000e+08	  3	  2923	  1872	1.227965612778545e-03	4.216965034285813e+02	6.094525702938083e+01
8.986000e+08	  3	  2923	  2053	2.294433019597756e-04	4.216965034285813e+02	6.099997128202732e+01
8.987000e+08	  3	  2923	   272	1.447752626830312e-03	4.216965034285813e+02	6.105447884062743e+01
8.988000e+08	  3	  2923	   510	2.120682940929542e-03	4.216965034285813e+02	6.110901924611644e+01
8.989000e+08	  3	  2923	  2020	1.157319635736242e-03	4.216965034285813e+02	6.116344310511742e+01
8.990000e+08	  3	  2923	  2495	2.309916515520772e-03	4.216965034285813e+02	6.121780294821596e+01
8.991000e+08	  3	  2923	  2468	1.645710115702947e-03	4.216965034285813e+02	6.127188184579917e+01
8.992000e+08	  3	  2923	   303	1.979647411550131e-03	4.216965034285813e+02	6.132609906386367e+01
8.993000e+08	  3	  2923	  2222	1.837282850814447e-03	4.216965034285813e+02	6.138025541003235e+01
8.994000e+08	  3	  2923	  2317	1.281269625164134e-03	4.216965034285813e+02	6.143404517402058e+01
8.995000e+08	  3	  2923	  1646	1.416259488139289e-03	4.216965034285813e+02	6.148850472386579e+01
8.996000e+08	  3	  2923	  1605	1.602732005318811e-03	4.216965034285813e+02	6.154306139998481e+01
8.997000e+08	  3	  2923	   777	1.907014073782067e-03	4.216965034285813e+02	6.159707753930683e+01
8.998000e+08	  3	  2923	  2610	1.487670123064984e-03	4.216965034285813e+02	6.165183817455392e+01
8.999000e+08	  3	  2923	   708	1.162869800219587e-03	4.216965034285813e+02	6.170671462516095e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.000000e+08	  3	  2923	   269	1.593788742750138e-03	4.216965034285813e+02	6.176159510579372e+01
9.001000e+08	  3	  2923	  2211	1.417463266522531e-03	4.216965034285813e+02	6.181645492424059e+01
9.002000e+08	  3	  2923	  1384	1.654443203740260e-03	4.216965034285813e+02	6.187124724239801e+01
9.003000e+08	  3	  2923	   808	1.933928458446450e-03	4.216965034285813e+02	6.192580165817103e+01
9.004000e+08	  3	  2923	    93	1.733829578396837e-03	4.216965034285813e+02	6.198014077811632e+01
9.005000e+08	  3	  2923	   657	1.243308880690485e-03	4.216965034285813e+02	6.203477092613326e+01
9.006000e+08	  3	  2923	  2318	2.086689296063641e-03	4.216965034285813e+02	6.208876730409072e+01
9.007000e+08	  3	  2923	  1542	1.727124786606026e-03	4.216965034285813e+02	6.214315540720420e+01
9.008000e+08	  3	  2923	  2310	1.209804553228386e-03	4.216965034285813e+02	6.219754861739236e+01
9.009000e+08	  3	  2923	  1825	1.573431355814994e-03	4.216965034285813e+02	6.225197764287553e+01
9.010000e+08	  3	  2923	  1607	1.017616876658116e-03	4.216965034285813e+02	6.230636983112554e+01
9.011000e+08	  3	  2923	  2206	1.317783904343961e-03	4.216965034285813e+02	6.236038725952227e+01
9.012000e+08	  3	  2923	  2272	2.172231963823919e-03	4.216965034285813e+02	6.241481134889404e+01
9.013000e+08	  3	  2923	   254	1.456698135373504e-03	4.216965034285813e+02	6.246929679061121e+01
9.014000e+08	  3	  2923	   911	1.984160145996809e-03	4.216965034285813e+02	6.252369837787079e+01
9.015000e+08	  3	  2923	  1876	1.886377496781079e-03	4.216965034285813e+02	6.257814910104429e+01
9.016000e+08	  3	  2923	  1339	1.888946894220708e-03	4.216965034285813e+02	6.263269922559499e+01
9.017000e+08	  3	  2923	   464	1.878276485211700e-03	4.216965034285813e+02	6.268737716611282e+01
9.018000e+08	  3	  2923	  1850	1.959175735532909e-03	4.216965034285813e+02	6.274211657332898e+01
9.019000e+08	  3	  2923	  2651	1.593791599010922e-03	4.216965034285813e+02	6.279688248339944e+01
9.020000e+08	  3	  2923	  2159	1.491054368730875e-03	4.216965034285813e+02	6.285163742179689e+01
9.021000e+08	  3	  2923	  2214	1.236048805231341e-03	4.216965034285813e+02	6.290627398549402e+01
9.022000e+08	  3	  2923	  2445	2.146963189408906e-03	4.216965034285813e+02	6.296088480291281e+01
9.023000e+08	  3	  2923	  2231	1.574309592757154e-03	4.216965034285813e+02	6.301541040870967e+01
9.024000e+08	  3	  2923	  1967	1.515834658407334e-03	4.216965034285813e+02	6.306997991524663e+01
9.025000e+08	  3	  2923	   943	1.429383365520230e-03	4.216965034285813e+02	6.312453437483439e+01
9.026000e+08	  3	  2923	   256	1.492393117774772e-03	4.216965034285813e+02	6.317905763150788e+01
9.027000e+08	  3	  2923	   543	9.923084848794813e-04	4.216965034285813e+02	6.323305148335959e+01
9.028000e+08	  3	  2923	  1561	1.797387878933583e-03	4.216965034285813e+02	6.328667558191606e+01
9.029000e+08	  3	  2923	  2778	9.126802215464967e-04	4.216965034285813e+02	6.334106791511162e+01
9.030000e+08	  3	  2923	  1755	1.904057615084299e-03	4.216965034285813e+02	6.339557099916266e+01
9.031000e+08	  3	  2923	   210	1.576274902765784e-03	4.216965034285813e+02	6.345018855005653e+01
9.032000e+08	  3	  2923	  2627	1.641705031913668e-03	4.216965034285813e+02	6.350478366442338e+01
9.033000e+08	  3	  2923	   447	1.586568306168115e-03	4.216965034285813e+02	6.355939561184839e+01
9.034000e+08	  3	  2923	   355	1.505509150875530e-03	4.216965034285813e+02	6.361398356456010e+01
9.035000e+08	  3	  2923	   294	1.856017490434511e-03	4.216965034285813e+02	6.366863513417621e+01
9.036000e+08	  3	  2923	   692	1.733908864129537e-03	4.216965034285813e+02	6.372228853842383e+01
9.037000e+08	  3	  2923	  2572	1.564186286398687e-03	4.216965034285813e+02	6.377698706712734e+01
9.038000e+08	  3	  2923	   440	1.801161362456927e-03	4.216965034285813e+02	6.383168364952808e+01
9.039000e+08	  3	  2923	  2191	1.579196763655041e-03	4.216965034285813e+02	6.388572825271895e+01
9.040000e+08	  3	  2923	   457	1.860047912394383e-03	4.216965034285813e+02	6.393988915141840e+01
9.041000e+08	  3	  2923	   698	1.986185483120201e-03	4.216965034285813e+02	6.399390623822721e+01
9.042000e+08	  3	  2923	   876	1.617859152455727e-03	4.216965034285813e+02	6.404844097200559e+01
9.043000e+08	  3	  2923	   330	1.858134644606193e-03	4.216965034285813e+02	6.410295813664835e+01
9.044000e+08	  3	  2923	   736	1.186281435171810e-03	4.216965034285813e+02	6.415748786210217e+01
9.045000e+08	  3	  2923	  1040	1.211828065823988e-03	4.216965034285813e+02	6.421199182100419e+01
9.046000e+08	  3	  2923	  2833	1.574131451327139e-03	4.216965034285813e+02	6.426623362332298e+01
9.047000e+08	  3	  2923	  1837	1.267213720261904e-03	4.216965034285813e+02	6.432058363442434e+01
9.048000e+08	  3	  2923	  2708	1.620529408985013e-03	4.216965034285813e+02	6.437516867637571e+01
9.049000e+08	  3	  2923	     1	1.275230090114109e-03	4.216965034285813e+02	6.442972948534803e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.050000e+08	  3	  2923	  1014	2.105416456435145e-03	4.216965034285813e+02	6.448434171619546e+01
9.051000e+08	  3	  2923	  1566	1.346638177264009e-03	4.216965034285813e+02	6.453897210271194e+01
9.052000e+08	  3	  2923	  1229	1.671439347569739e-03	4.216965034285813e+02	6.459357308574812e+01
9.053000e+08	  3	  2923	  2629	1.069082845022063e-03	4.216965034285813e+02	6.464815088924331e+01
9.054000e+08	  3	  2923	   488	1.243001584674247e-03	4.216965034285813e+02	6.470271308578663e+01
9.055000e+08	  3	  2923	  2809	1.702990191149316e-03	4.216965034285813e+02	6.475719681141501e+01
9.056000e+08	  3	  2923	   356	1.373060730533165e-03	4.216965034285813e+02	6.481163770130233e+01
9.057000e+08	  3	  2923	     2	1.582486480585589e-03	4.216965034285813e+02	6.486620614913728e+01
9.058000e+08	  3	  2923	  2290	1.611422439508148e-03	4.216965034285813e+02	6.492055909089443e+01
9.059000e+08	  3	  2923	   966	2.032675267177235e-03	4.216965034285813e+02	6.497509463546540e+01
9.060000e+08	  3	  2923	  2433	1.447272497142116e-03	4.216965034285813e+02	6.502978529703212e+01
9.061000e+08	  3	  2923	  2896	1.127133582381709e-03	4.216965034285813e+02	6.508452666639478e+01
9.062000e+08	  3	  2923	  2113	1.877189556912055e-03	4.216965034285813e+02	6.513929299414994e+01
9.063000e+08	  3	  2923	  2434	2.073435451247782e-03	4.216965034285813e+02	6.519405532112765e+01
9.064000e+08	  3	  2923	  1018	1.679839576780448e-03	4.216965034285813e+02	6.524878203130726e+01
9.065000e+08	  3	  2923	  2360	1.500636295117536e-03	4.216965034285813e+02	6.530352997391535e+01
9.066000e+08	  3	  2923	   917	1.008655428280274e-03	4.216965034285813e+02	6.535820339179433e+01
9.067000e+08	  3	  2923	  1582	1.289158808714894e-03	4.216965034285813e+02	6.541280377183729e+01
9.068000e+08	  3	  2923	  2444	1.496240245293307e-03	4.216965034285813e+02	6.546730233494812e+01
9.069000e+08	  3	  2923	  1985	1.650151034302683e-03	4.216965034285813e+02	6.552179441948810e+01
9.070000e+08	  3	  2923	  2349	1.489604562677763e-03	4.216965034285813e+02	6.557624531643640e+01
9.071000e+08	  3	  2923	   737	1.884887976884985e-03	4.216965034285813e+02	6.563067947548693e+01
9.072000e+08	  3	  2923	  2641	2.114897442557395e-03	4.216965034285813e+02	6.568508740619195e+01
9.073000e+08	  3	  2923	  1626	1.257229463178170e-03	4.216965034285813e+02	6.573952455149498e+01
9.074000e+08	  3	  2923	   551	1.529690158945324e-03	4.216965034285813e+02	6.579399310826228e+01
9.075000e+08	  3	  2923	  1178	1.937309313106029e-03	4.216965034285813e+02	6.584792206239561e+01
9.076000e+08	  3	  2923	  1732	1.616116819457678e-03	4.216965034285813e+02	6.590241591156146e+01
9.077000e+08	  3	  2923	  1989	1.398887381046462e-03	4.216965034285813e+02	6.595557035038946e+01
9.078000e+08	  3	  2923	  1525	1.758569069806674e-03	4.216965034285813e+02	6.601021847830560e+01
9.079000e+08	  3	  2923	  1864	1.931534743142366e-03	4.216965034285813e+02	6.606493135611517e+01
9.080000e+08	  3	  2923	  2619	1.686176438247420e-03	4.216965034285813e+02	6.611965145959783e+01
9.081000e+08	  3	  2923	  1242	1.698208224370993e-03	4.216965034285813e+02	6.617438347038231e+01
9.082000e+08	  3	  2923	  1513	1.962765262488257e-03	4.216965034285813e+02	6.622912927981879e+01
9.083000e+08	  3	  2923	  1415	1.628483341447071e-03	4.216965034285813e+02	6.628382955990544e+01
9.084000e+08	  3	  2923	  2110	1.498335116982520e-03	4.216965034285813e+02	6.633846138744282e+01
9.085000e+08	  3	  2923	  2132	1.378610749028080e-03	4.216965034285813e+02	6.639283696336878e+01
9.086000e+08	  3	  2923	  2503	1.062751616151610e-03	4.216965034285813e+02	6.644741404208158e+01
9.087000e+08	  3	  2923	   481	1.527015020676463e-03	4.216965034285813e+02	6.650201842177218e+01
9.088000e+08	  3	  2923	  1563	1.686753389916338e-03	4.216965034285813e+02	6.655668775435157e+01
9.089000e+08	  3	  2923	  2268	9.616381192382422e-04	4.216965034285813e+02	6.661129520371287e+01
9.090000e+08	  3	  2923	  1286	1.515216897605395e-03	4.216965034285813e+02	6.666570353101767e+01
9.091000e+08	  3	  2923	  1300	1.231813169361180e-03	4.216965034285813e+02	6.672004917039598e+01
9.092000e+08	  3	  2923	  1671	1.674496979048475e-03	4.216965034285813e+02	6.677453150105666e+01
9.093000e+08	  3	  2923	  2911	1.199151616411172e-03	4.216965034285813e+02	6.682894374768736e+01
9.094000e+08	  3	  2923	   945	1.518528119304343e-03	4.216965034285813e+02	6.688335912326669e+01
9.095000e+08	  3	  2923	   542	1.943184841670593e-03	4.216965034285813e+02	6.693774480653332e+01
9.096000e+08	  3	  2923	  2059	2.031505545528501e-03	4.216965034285813e+02	6.699218470736497e+01
9.097000e+08	  3	  2923	   472	1.450146433734910e-03	4.216965034285813e+02	6.704667390032118e+01
9.098000e+08	  3	  2923	  2474	1.697499562084991e-03	4.216965034285813e+02	6.710124870089327e+01
9.099000e+08	  3	  2923	  2573	1.967444402153863e-03	4.216965034285813e+02	6.715583137592517e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.100000e+08	  3	  2923	  2325	1.539021865609762e-03	4.216965034285813e+02	6.721052156811058e+01
9.101000e+08	  3	  2923	  1310	1.473580740461433e-03	4.216965034285813e+02	6.726530286843538e+01
9.102000e+08	  3	  2923	  1363	2.296768396884617e-03	4.216965034285813e+02	6.732013356426340e+01
9.103000e+08	  3	  2923	   217	1.671696167796770e-03	4.216965034285813e+02	6.737500534084985e+01
9.104000e+08	  3	  2923	   205	1.257788604856207e-03	4.216965034285813e+02	6.742982939161175e+01
9.105000e+08	  3	  2923	  1079	2.160209595161861e-03	4.216965034285813e+02	6.748459029878042e+01
9.106000e+08	  3	  2923	  1284	1.650118996203279e-03	4.216965034285813e+02	6.753930180054442e+01
9.107000e+08	  3	  2923	  1389	1.847534177089497e-03	4.216965034285813e+02	6.759391529601542e+01
9.108000e+08	  3	  2923	  2595	1.933065360895019e-03	4.216965034285813e+02	6.764782346527319e+01
9.109000e+08	  3	  2923	   659	1.480552136890760e-03	4.216965034285813e+02	6.770214005914288e+01
9.110000e+08	  3	  2923	  2337	1.998534065877825e-03	4.216965034285813e+02	6.775648360806355e+01
9.111000e+08	  3	  2923	  2227	1.509067005106675e-03	4.216965034285813e+02	6.781080084397193e+01
9.112000e+08	  3	  2923	  2686	1.932967574912670e-03	4.216965034285813e+02	6.786520124856668e+01
9.113000e+08	  3	  2923	   739	1.530765664309022e-03	4.216965034285813e+02	6.791959460756419e+01
9.114000e+08	  3	  2923	   164	2.170636707499068e-03	4.216965034285813e+02	6.797404803672690e+01
9.115000e+08	  3	  2923	   315	1.836403870630446e-03	4.216965034285813e+02	6.802856651745905e+01
9.116000e+08	  3	  2923	  1872	1.192794456794234e-03	4.216965034285813e+02	6.808318192394331e+01
9.117000e+08	  3	  2923	   875	1.577046351111766e-03	4.216965034285813e+02	6.813794270685851e+01
9.118000e+08	  3	  2923	  2673	1.394562040104364e-03	4.216965034285813e+02	6.819272393853059e+01
9.119000e+08	  3	  2923	   627	1.430297675163529e-03	4.216965034285813e+02	6.824741800063131e+01
9.120000e+08	  3	  2923	  1656	1.502276027662966e-03	4.216965034285813e+02	6.830219778787233e+01
9.121000e+08	  3	  2923	   607	1.693942171567694e-03	4.216965034285813e+02	6.835695158553816e+01
9.122000e+08	  3	  2923	  2418	1.403647806234935e-03	4.216965034285813e+02	6.841158851756389e+01
9.123000e+08	  3	  2923	   278	1.959577699361065e-03	4.216965034285813e+02	6.846619415013818e+01
9.124000e+08	  3	  2923	   170	1.878892286812952e-03	4.216965034285813e+02	6.852075821542049e+01
9.125000e+08	  3	  2923	  2291	1.698478223971230e-03	4.216965034285813e+02	6.857524762686393e+01
9.126000e+08	  3	  2923	   323	1.486468652902879e-03	4.216965034285813e+02	6.862964209626469e+01
9.127000e+08	  3	  2923	  2382	1.598997077149239e-03	4.216965034285813e+02	6.868403199361600e+01
9.128000e+08	  3	  2923	  2791	1.518795975001765e-03	4.216965034285813e+02	6.873841531410757e+01
9.129000e+08	  3	  2923	  1393	1.735719257574963e-03	4.216965034285813e+02	6.879284368482990e+01
9.130000e+08	  3	  2923	  2502	2.075786284708383e-03	4.216965034285813e+02	6.884720086717142e+01
9.131000e+08	  3	  2923	  1036	1.979767815918534e-03	4.216965034285813e+02	6.890165960134401e+01
9.132000e+08	  3	  2923	  2254	1.936893634106874e-03	4.216965034285813e+02	6.895622323140196e+01
9.133000e+08	  3	  2923	  1231	1.614313605713759e-03	4.216965034285813e+02	6.901082293756353e+01
9.134000e+08	  3	  2923	  2562	1.952619679598982e-03	4.216965034285813e+02	6.906550520925941e+01
9.135000e+08	  3	  2923	  1841	1.536182472054772e-03	4.216965034285813e+02	6.912026114337687e+01
9.136000e+08	  3	  2923	  1135	1.795750102819209e-03	4.216965034285813e+02	6.917505437602405e+01
9.137000e+08	  3	  2923	   283	1.232945643067543e-03	4.216965034285813e+02	6.922981898715544e+01
9.138000e+08	  3	  2923	  2803	1.432483942927393e-03	4.216965034285813e+02	6.928447670338043e+01
9.139000e+08	  3	  2923	  1926	1.943570526306874e-03	4.216965034285813e+02	6.933924760615712e+01
9.140000e+08	  3	  2923	  2714	1.330531132266754e-03	4.216965034285813e+02	6.939397904808783e+01
9.141000e+08	  3	  2923	  2455	1.175131166943725e-03	4.216965034285813e+02	6.944866263371908e+01
9.142000e+08	  3	  2923	  1471	1.912623346723604e-03	4.216965034285813e+02	6.950326955061094e+01
9.143000e+08	  3	  2923	  1889	1.609201158913163e-03	4.216965034285813e+02	6.955779329252388e+01
9.144000e+08	  3	  2923	  1787	1.462802845491155e-03	4.216965034285813e+02	6.961224252000235e+01
9.145000e+08	  3	  2923	  1826	1.963642662920539e-03	4.216965034285813e+02	6.966669367684044e+01
9.146000e+08	  3	  2923	  2458	2.113917024266681e-03	4.216965034285813e+02	6.972113415472687e+01
9.147000e+08	  3	  2923	   400	2.041576941629152e-03	4.216965034285813e+02	6.977555776472565e+01
9.148000e+08	  3	  2923	  2616	1.300550966683919e-03	4.216965034285813e+02	6.983001580390375e+01
9.149000e+08	  3	  2923	   222	1.344580931617287e-03	4.216965034285813e+02	6.988446827398346e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.150000e+08	  3	  2923	   477	1.703058016897577e-03	4.216965034285813e+02	6.993902455586087e+01
9.151000e+08	  3	  2923	  2254	1.981849495908605e-03	4.216965034285813e+02	6.999366540983081e+01
9.152000e+08	  3	  2923	  1053	1.245005331571207e-03	4.216965034285813e+02	7.004834162239788e+01
9.153000e+08	  3	  2923	   807	1.628093116655701e-03	4.216965034285813e+02	7.010309121499220e+01
9.154000e+08	  3	  2923	   313	1.650931416972127e-03	4.216965034285813e+02	7.015782120140250e+01
9.155000e+08	  3	  2923	   191	2.297345060352930e-03	4.216965034285813e+02	7.021225209452057e+01
9.156000e+08	  3	  2923	   668	1.559221095897412e-03	4.216965034285813e+02	7.026701973872096e+01
9.157000e+08	  3	  2923	  2606	1.855424416702984e-03	4.216965034285813e+02	7.032160730864109e+01
9.158000e+08	  3	  2923	  1121	1.918495367441770e-03	4.216965034285813e+02	7.037613909988059e+01
9.159000e+08	  3	  2923	  1727	1.551198782531824e-03	4.216965034285813e+02	7.043070194428797e+01
9.160000e+08	  3	  2923	  2540	1.973556490823676e-03	4.216965034285813e+02	7.048524683112421e+01
9.161000e+08	  3	  2923	  2800	2.144049242585416e-03	4.216965034285813e+02	7.053971135561456e+01
9.162000e+08	  3	  2923	  1571	1.334953610579680e-03	4.216965034285813e+02	7.059394854752607e+01
9.163000e+08	  3	  2923	  1264	1.865409944653630e-03	4.216965034285813e+02	7.064833566218756e+01
9.164000e+08	  3	  2923	  1917	1.505548152431951e-03	4.216965034285813e+02	7.070280548126074e+01
9.165000e+08	  3	  2923	  1213	1.813256200940623e-03	4.216965034285813e+02	7.075612473423148e+01
9.166000e+08	  3	  2923	  1586	1.173296524955082e-03	4.216965034285813e+02	7.081064520443513e+01
9.167000e+08	  3	  2923	  2343	1.317875893167695e-03	4.216965034285813e+02	7.086529130502109e+01
9.168000e+08	  3	  2923	  1746	1.331053472912734e-03	4.216965034285813e+02	7.091780465838526e+01
9.169000e+08	  3	  2923	  2608	1.788264847840120e-03	4.216965034285813e+02	7.097255947826041e+01
9.170000e+08	  3	  2923	  1153	1.902133493098723e-03	4.216965034285813e+02	7.102709097641132e+01
9.171000e+08	  3	  2923	  2892	1.635335021364583e-03	4.216965034285813e+02	7.108125853407022e+01
9.172000e+08	  3	  2923	   997	2.099199188337715e-03	4.216965034285813e+02	7.113555040425591e+01
9.173000e+08	  3	  2923	  2061	1.916745871479001e-03	4.216965034285813e+02	7.119018611112273e+01
9.174000e+08	  3	  2923	   439	2.074428827846475e-03	4.216965034285813e+02	7.124479300172374e+01
9.175000e+08	  3	  2923	  1156	1.622028005139055e-03	4.216965034285813e+02	7.129929812731716e+01
9.176000e+08	  3	  2923	  2342	1.905341055016664e-03	4.216965034285813e+02	7.135361086351121e+01
9.177000e+08	  3	  2923	   281	1.296004291154453e-03	4.216965034285813e+02	7.140709068196252e+01
9.178000e+08	  3	  2923	  2121	1.253760448305144e-03	4.216965034285813e+02	7.146146781217966e+01
9.179000e+08	  3	  2923	  1041	1.117938955739505e-03	4.216965034285813e+02	7.151584848766250e+01
9.180000e+08	  3	  2923	   471	1.606674200528229e-03	4.216965034285813e+02	7.157024080648021e+01
9.181000e+08	  3	  2923	  2474	1.650312711753156e-03	4.216965034285813e+02	7.162473503595248e+01
9.182000e+08	  3	  2923	   917	1.328679661727236e-03	4.216965034285813e+02	7.167929601016218e+01
9.183000e+08	  3	  2923	   336	1.482488532299105e-03	4.216965034285813e+02	7.173386829161619e+01
9.184000e+08	  3	  2923	  1287	2.599416066732689e-03	4.216965034285813e+02	7.178859235971336e+01
9.185000e+08	  3	  2923	  1459	1.030822197934854e-03	4.216965034285813e+02	7.184343894253649e+01
9.186000e+08	  3	  2923	   491	1.788760789485045e-03	4.216965034285813e+02	7.189814263809751e+01
9.187000e+08	  3	  2923	  2607	1.043407164032843e-03	4.216965034285813e+02	7.195243282954901e+01
9.188000e+08	  3	  2923	   594	2.081781754698876e-03	4.216965034285813e+02	7.200724051671173e+01
9.189000e+08	  3	  2923	  2044	1.164398930529321e-03	4.216965034285813e+02	7.206200168239906e+01
9.190000e+08	  3	  2923	  2530	1.554742894765707e-03	4.216965034285813e+02	7.211671552101370e+01
9.191000e+08	  3	  2923	   169	1.784139131652740e-03	4.216965034285813e+02	7.217136712919391e+01
9.192000e+08	  3	  2923	  2015	2.250215469116786e-03	4.216965034285813e+02	7.222584198491067e+01
9.193000e+08	  3	  2923	  2149	1.857549704297477e-03	4.216965034285813e+02	7.227993442917580e+01
9.194000e+08	  3	  2923	   817	1.957392029401830e-03	4.216965034285813e+02	7.233410759937939e+01
9.195000e+08	  3	  2923	  2714	1.280177903474569e-03	4.216965034285813e+02	7.238834374293614e+01
9.196000e+08	  3	  2923	  1409	1.945585655845334e-03	4.216965034285813e+02	7.244268605660709e+01
9.197000e+08	  3	  2923	  2753	1.288244721281207e-03	4.216965034285813e+02	7.249706232514676e+01
9.198000e+08	  3	  2923	  1051	1.240230744017620e-03	4.216965034285813e+02	7.255146572050700e+01
9.199000e+08	  3	  2923	  2212	1.844411826598481e-03	4.216965034285813e+02	7.260592826040484e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.200000e+08	  3	  2923	  2037	1.397763764828792e-03	4.216965034285813e+02	7.266048564426896e+01
9.201000e+08	  3	  2923	  2478	1.276809891300980e-03	4.216965034285813e+02	7.271513190024552e+01
9.202000e+08	  3	  2923	  1143	1.255658667874831e-03	4.216965034285813e+02	7.276989792800124e+01
9.203000e+08	  3	  2923	  1764	1.781592783614712e-03	4.216965034285813e+02	7.282474890065492e+01
9.204000e+08	  3	  2923	  1012	1.083381439960674e-03	4.216965034285813e+02	7.287963086570809e+01
9.205000e+08	  3	  2923	  1221	2.032846039894445e-03	4.216965034285813e+02	7.293453988680109e+01
9.206000e+08	  3	  2923	  1980	1.372581635277637e-03	4.216965034285813e+02	7.298944655307973e+01
9.207000e+08	  3	  2923	  1850	1.837495326504144e-03	4.216965034285813e+02	7.304416564032535e+01
9.208000e+08	  3	  2923	   737	1.743873165527244e-03	4.216965034285813e+02	7.309868585488560e+01
9.209000e+08	  3	  2923	  2690	1.459701307828713e-03	4.216965034285813e+02	7.315333240818464e+01
9.210000e+08	  3	  2923	  1291	1.930951061174042e-03	4.216965034285813e+02	7.320784928559992e+01
