4.690000e+08	  3	  3000	   792	1.300948489208622e-03	2.371373705661652e+02	7.995536422563605e+00
4.700000e+08	  3	  3000	  2730	1.422464590623373e-03	2.371373705661652e+02	8.516491799691142e+00
4.710000e+08	  3	  3000	  1461	1.566727966780253e-03	2.371373705661652e+02	9.039458412309671e+00
4.720000e+08	  3	  3000	  1344	1.875795288210723e-03	2.371373705661652e+02	9.562109230179066e+00
4.730000e+08	  3	  3000	  2281	1.575275209906549e-03	2.371373705661652e+02	1.008445233801189e+01
4.740000e+08	  3	  3000	  2672	1.602187737899776e-03	2.371373705661652e+02	1.060718442342678e+01
4.750000e+08	  3	  3000	   574	1.166211747031734e-03	2.371373705661652e+02	1.112976959196337e+01
4.760000e+08	  3	  3000	   922	1.105349621698958e-03	2.371373705661652e+02	1.165024759708783e+01
4.770000e+08	  3	  3000	   250	1.351376548019305e-03	2.371373705661652e+02	1.217405679704341e+01
4.780000e+08	  3	  3000	  1641	2.024667611294165e-03	2.371373705661652e+02	1.269492444665636e+01
4.790000e+08	  3	  3000	  1511	1.544906984196484e-03	2.371373705661652e+02	1.321810239812098e+01
4.800000e+08	  3	  3000	  2318	1.811951546216506e-03	2.371373705661652e+02	1.373806083439668e+01
4.810000e+08	  3	  3000	  2025	1.365626965622616e-03	2.371373705661652e+02	1.426085983380116e+01
4.820000e+08	  3	  3000	  2469	1.342037519241080e-03	2.371373705661652e+02	1.478128487637837e+01
4.830000e+08	  3	  3000	   910	1.854811131722690e-03	2.371373705661652e+02	1.530197391990490e+01
4.840000e+08	  3	  3000	  2190	1.743278403820850e-03	2.371373705661652e+02	1.582495313236340e+01
4.850000e+08	  3	  3000	  2497	1.079919346804790e-03	2.371373705661652e+02	1.634616181209325e+01
4.860000e+08	  3	  3000	  2064	1.702654952167610e-03	2.371373705661652e+02	1.686941774445376e+01
4.870000e+08	  3	  3000	  2019	1.324101214968885e-03	2.371373705661652e+02	1.739014220154169e+01
4.880000e+08	  3	  3000	  1712	1.737620519411645e-03	2.371373705661652e+02	1.791296971793027e+01
4.890000e+08	  3	  3000	  2635	1.148686231911534e-03	2.371373705661652e+02	1.843445948872418e+01
4.900000e+08	  3	  3000	  1497	1.351255553522573e-03	2.371373705661652e+02	1.895700198240666e+01
4.910000e+08	  3	  3000	  2173	1.368163829134122e-03	2.371373705661652e+02	1.947996681292580e+01
4.920000e+08	  3	  3000	  2685	1.393442298092504e-03	2.371373705661652e+02	2.000109066918529e+01
4.930000e+08	  3	  3000	   153	1.717525747897785e-03	2.371373705661652e+02	2.052417546932116e+01
4.940000e+08	  3	  3000	   436	1.581651159508518e-03	2.371373705661652e+02	2.104623137848062e+01
4.950000e+08	  3	  3000	   511	1.172942148606188e-03	2.371373705661652e+02	2.156784059274889e+01
4.960000e+08	  3	  3000	  1661	1.422615379103420e-03	2.371373705661652e+02	2.208981855535999e+01
4.970000e+08	  3	  3000	   320	1.231637198850828e-03	2.371373705661652e+02	2.261096724192576e+01
4.980000e+08	  3	  3000	  2463	1.081086173674378e-03	2.371373705661652e+02	2.313440901425878e+01
4.990000e+08	  3	  3000	  2471	1.811126555224463e-03	2.371373705661652e+02	2.365394653080777e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+08	  3	  3000	  2069	1.509672531835783e-03	2.371373705661652e+02	2.417343484936909e+01
5.010000e+08	  3	  3000	   815	1.304428373506873e-03	2.371373705661652e+02	2.469325828763836e+01
5.020000e+08	  3	  3000	  1607	1.510033574955507e-03	2.371373705661652e+02	2.521617898356326e+01
5.030000e+08	  3	  3000	  2985	1.228416883573014e-03	2.371373705661652e+02	2.573822997002858e+01
5.040000e+08	  3	  3000	  2232	1.623166752785934e-03	2.371373705661652e+02	2.626034287941434e+01
5.050000e+08	  3	  3000	  2691	1.586963471308530e-03	2.371373705661652e+02	2.678190424531752e+01
5.060000e+08	  3	  3000	  1104	1.424028200508636e-03	2.371373705661652e+02	2.730446562223819e+01
5.070000e+08	  3	  3000	  2298	1.207343967189416e-03	2.371373705661652e+02	2.782668902667751e+01
5.080000e+08	  3	  3000	  2457	1.282367188347562e-03	2.371373705661652e+02	2.834850706519313e+01
5.090000e+08	  3	  3000	   487	2.103715408383702e-03	2.371373705661652e+02	2.887174915056287e+01
5.100000e+08	  3	  3000	   370	1.552570948245891e-03	2.371373705661652e+02	2.939127876414511e+01
5.110000e+08	  3	  3000	  2803	1.440482700949675e-03	2.371373705661652e+02	2.991542097570198e+01
5.120000e+08	  3	  3000	  1088	1.945637335325589e-03	2.371373705661652e+02	3.043494783806440e+01
5.130000e+08	  3	  3000	  1325	1.536036166171822e-03	2.371373705661652e+02	3.095909118601573e+01
5.140000e+08	  3	  3000	  1526	1.258706960574803e-03	2.371373705661652e+02	3.147856883079605e+01
5.150000e+08	  3	  3000	  2917	1.616130092980823e-03	2.371373705661652e+02	3.200056978601204e+01
5.160000e+08	  3	  3000	  2066	1.080411384124570e-03	2.371373705661652e+02	3.252122378665487e+01
5.170000e+08	  3	  3000	   524	1.712023319968412e-03	2.371373705661652e+02	3.304373744619482e+01
5.180000e+08	  3	  3000	  2045	1.873547617726340e-03	2.371373705661652e+02	3.356603425415098e+01
5.190000e+08	  3	  3000	  1536	1.544143335975415e-03	2.371373705661652e+02	3.408718160921359e+01
5.200000e+08	  3	  3000	    47	1.344693079789163e-03	2.371373705661652e+02	3.461077636960182e+01
5.210000e+08	  3	  3000	   910	1.514438983539051e-03	2.371373705661652e+02	3.513218771756036e+01
5.220000e+08	  3	  3000	   478	1.652622951386664e-03	2.371373705661652e+02	3.565460316433278e+01
5.230000e+08	  3	  3000	  2506	1.340502743586862e-03	2.371373705661652e+02	3.617734112026081e+01
5.240000e+08	  3	  3000	   714	1.646093690462309e-03	2.371373705661652e+02	3.669854333330876e+01
5.250000e+08	  3	  3000	   968	1.326979172939264e-03	2.371373705661652e+02	3.722101709221600e+01
5.260000e+08	  3	  3000	   553	1.807403601666513e-03	2.371373705661652e+02	3.774345936247008e+01
5.270000e+08	  3	  3000	  1982	1.118593185648701e-03	2.371373705661652e+02	3.826498488277192e+01
5.280000e+08	  3	  3000	  2784	1.214106504538079e-03	2.371373705661652e+02	3.878726901008598e+01
5.290000e+08	  3	  3000	  2111	1.062125742312029e-03	2.371373705661652e+02	3.930698709699283e+01
5.300000e+08	  3	  3000	  1554	1.844165229618270e-03	2.371373705661652e+02	3.982981785035702e+01
5.310000e+08	  3	  3000	  2236	1.640521936296405e-03	2.371373705661652e+02	4.035060885434569e+01
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2236]	= 1.030770e-02
E_error	= 7.837661740688165e-05
L_error	= -nan
dE_correct	= 0.000000000000000e+00
step	= 5.310000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14140.806911[s]
user time	= 41710.688000[s]
system time	= 664.428000[s]
Execution Time	(total	= 1.414081e+04 [s])
Corrector		= 6.733507e+03 [s]	47.62 [%]
Predictor		= 3.594906e+03 [s]	25.42 [%]
Iteration		= 2.855991e+03 [s]	20.20 [%]
Orbital_Elements	= 4.605160e+01 [s]	 0.33 [%]
Collision_Judgement	= 3.349127e+00 [s]	 0.02 [%]
Energy			= 5.169200e-02 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 9.069516e+02 [s]	 6.41 [%]
-----
myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_nofrag_noacc/rand01/tempread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.310000e+08	  3	  3000	  2236	1.640521936296405e-03	2.371373705661652e+02	4.035060885434570e+01
5.320000e+08	  3	  3000	  2160	1.764443144560158e-03	2.371373705661652e+02	4.087209471434586e+01
5.330000e+08	  3	  3000	  1827	1.171784778856811e-03	2.371373705661652e+02	4.139356008189114e+01
5.340000e+08	  3	  3000	  1023	1.314683734759636e-03	2.371373705661652e+02	4.191570651405784e+01
5.350000e+08	  3	  3000	   214	1.398546248383352e-03	2.371373705661652e+02	4.243632568025242e+01
5.360000e+08	  3	  3000	  1930	1.837953329229019e-03	2.371373705661652e+02	4.295976070277458e+01
5.370000e+08	  3	  3000	   367	1.569477808756354e-03	2.371373705661652e+02	4.348084887121481e+01
5.380000e+08	  3	  3000	   426	1.481252170710427e-03	2.371373705661652e+02	4.400492655124359e+01
5.390000e+08	  3	  3000	   487	1.192763484633431e-03	2.371373705661652e+02	4.452495562318730e+01
5.400000e+08	  3	  3000	   619	2.094940645177807e-03	2.371373705661652e+02	4.504817844981203e+01
5.410000e+08	  3	  3000	   832	1.497104840856030e-03	2.371373705661652e+02	4.557006170151810e+01
5.420000e+08	  3	  3000	  2132	1.231575569285192e-03	2.371373705661652e+02	4.609164635931585e+01
5.430000e+08	  3	  3000	   676	1.384233768372756e-03	2.371373705661652e+02	4.661396201880248e+01
5.440000e+08	  3	  3000	  2897	1.485447547424466e-03	2.371373705661652e+02	4.713532638994689e+01
5.450000e+08	  3	  3000	  1865	1.073669358265269e-03	2.371373705661652e+02	4.765813862891483e+01
5.460000e+08	  3	  3000	   340	1.354990852065417e-03	2.371373705661652e+02	4.817940887643787e+01
5.470000e+08	  3	  3000	  1902	1.260068596937080e-03	2.371373705661652e+02	4.870284167743574e+01
5.480000e+08	  3	  3000	   653	1.883186805421106e-03	2.371373705661652e+02	4.922383864908679e+01
5.490000e+08	  3	  3000	  1039	1.183627849220839e-03	2.371373705661652e+02	4.974752178073671e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.500000e+08	  3	  3000	  1849	2.381958269094952e-03	2.371373705661652e+02	5.026904122755437e+01
5.510000e+08	  3	  3000	  2928	1.909204798461739e-03	2.371373705661652e+02	5.079138797975773e+01
5.520000e+08	  3	  3000	   174	1.634074220401823e-03	2.371373705661652e+02	5.131218893284455e+01
5.530000e+08	  3	  3000	  1189	1.990895121247390e-03	2.371373705661652e+02	5.183472653958977e+01
5.540000e+08	  3	  3000	  1317	1.571036655682270e-03	2.371373705661652e+02	5.235578948913273e+01
5.550000e+08	  3	  3000	   414	1.650812861992266e-03	2.371373705661652e+02	5.287957790049309e+01
5.560000e+08	  3	  3000	   906	1.928764140918437e-03	2.371373705661652e+02	5.339716894918369e+01
5.570000e+08	  3	  3000	  1320	1.724268582677308e-03	2.371373705661652e+02	5.392129113109615e+01
5.580000e+08	  3	  3000	   521	1.757405735969399e-03	2.371373705661652e+02	5.444135503845171e+01
5.590000e+08	  3	  3000	  1978	1.299439417652077e-03	2.371373705661652e+02	5.496451491735893e+01
5.600000e+08	  3	  3000	  1329	1.695358470293748e-03	2.371373705661652e+02	5.548535570706883e+01
5.610000e+08	  3	  3000	   401	1.790335017539720e-03	2.371373705661652e+02	5.600826970247279e+01
5.620000e+08	  3	  3000	  1161	1.830492862948804e-03	2.371373705661652e+02	5.653057282174553e+01
5.630000e+08	  3	  3000	  2354	1.275420097183547e-03	2.371373705661652e+02	5.705227877042110e+01
5.640000e+08	  3	  3000	   907	1.727170440024863e-03	2.371373705661652e+02	5.757496535154038e+01
5.650000e+08	  3	  3000	  2769	1.547454485094739e-03	2.371373705661652e+02	5.809518933873697e+01
5.660000e+08	  3	  3000	   712	1.954848747196008e-03	2.371373705661652e+02	5.861543206228983e+01
5.670000e+08	  3	  3000	   878	1.195295757880749e-03	2.371373705661652e+02	5.913755530514906e+01
5.680000e+08	  3	  3000	  1747	1.585436711283774e-03	2.371373705661652e+02	5.965786080745461e+01
5.690000e+08	  3	  3000	  2204	1.642600074384544e-03	2.371373705661652e+02	6.018002206680934e+01
5.700000e+08	  3	  3000	  2852	1.632390084463258e-03	2.371373705661652e+02	6.070061711457602e+01
5.710000e+08	  3	  3000	    78	1.421490149305451e-03	2.371373705661652e+02	6.122189603424827e+01
5.720000e+08	  3	  3000	  2007	1.296755426679226e-03	2.371373705661652e+02	6.174161959911437e+01
5.730000e+08	  3	  3000	  2170	1.565439508579342e-03	2.371373705661652e+02	6.226303016143073e+01
5.740000e+08	  3	  3000	  1242	1.739363352498185e-03	2.371373705661652e+02	6.278498793796134e+01
5.750000e+08	  3	  3000	  1726	1.707271307445281e-03	2.371373705661652e+02	6.330698474196087e+01
5.760000e+08	  3	  3000	   263	1.942315313473551e-03	2.371373705661652e+02	6.382889171311996e+01
5.770000e+08	  3	  3000	  2253	1.961000936031759e-03	2.371373705661652e+02	6.435125830675501e+01
5.780000e+08	  3	  3000	  1282	1.324898747665029e-03	2.371373705661652e+02	6.487136183688899e+01
5.790000e+08	  3	  3000	   977	2.056077813850073e-03	2.371373705661652e+02	6.539272923036073e+01
5.800000e+08	  3	  3000	  2166	1.943471673004594e-03	2.371373705661652e+02	6.591400553134920e+01
5.810000e+08	  3	  3000	  2449	1.647312757774390e-03	2.371373705661652e+02	6.643686874760456e+01
5.820000e+08	  3	  3000	   978	1.127564133600570e-03	2.371373705661652e+02	6.695845419876416e+01
5.830000e+08	  3	  3000	  2387	1.505603005998814e-03	2.371373705661652e+02	6.748138510509054e+01
5.840000e+08	  3	  3000	  2445	9.922562305537464e-04	2.371373705661652e+02	6.800260952499762e+01
5.850000e+08	  3	  3000	   794	1.166612727671805e-03	2.371373705661652e+02	6.852525886862139e+01
5.860000e+08	  3	  3000	  2317	1.277649954492294e-03	2.371373705661652e+02	6.904613044968399e+01
5.870000e+08	  3	  3000	  2079	1.545521697811770e-03	2.371373705661652e+02	6.956809541261617e+01
5.880000e+08	  3	  3000	  1968	1.834878628151473e-03	2.371373705661652e+02	7.009015241608684e+01
5.890000e+08	  3	  3000	  1534	1.475083674310506e-03	2.371373705661652e+02	7.061304043351458e+01
5.900000e+08	  3	  3000	  2937	2.299578445096618e-03	2.371373705661652e+02	7.113320871861947e+01
5.910000e+08	  3	  3000	  1540	2.472095246522398e-03	2.371373705661652e+02	7.165496058778540e+01
5.920000e+08	  3	  3000	  1943	1.501153696623275e-03	2.371373705661652e+02	7.217654481324432e+01
5.930000e+08	  3	  3000	  1638	2.127561985185389e-03	2.371373705661652e+02	7.269823712245787e+01
5.940000e+08	  3	  3000	  2644	1.873342113615366e-03	2.371373705661652e+02	7.321958100725296e+01
5.950000e+08	  3	  3000	  2260	1.543806940216235e-03	2.371373705661652e+02	7.374209359876463e+01
5.960000e+08	  3	  3000	    66	2.099750761402609e-03	2.371373705661652e+02	7.426366959872547e+01
5.970000e+08	  3	  3000	  1988	1.515817618705447e-03	2.371373705661652e+02	7.478634920590022e+01
5.980000e+08	  3	  3000	  1499	1.213731755478307e-03	2.371373705661652e+02	7.530696577606307e+01
5.990000e+08	  3	  3000	  1598	2.276777205104759e-03	2.371373705661652e+02	7.582890710670866e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
6.000000e+08	  3	  3000	   615	1.908259672137544e-03	2.371373705661652e+02	7.634952422003711e+01
6.010000e+08	  3	  3000	   252	1.461129958614480e-03	2.371373705661652e+02	7.687235857382571e+01
6.020000e+08	  3	  3000	    31	1.400719122718109e-03	2.371373705661652e+02	7.739380737289439e+01
6.030000e+08	  3	  3000	  2658	1.301046506464566e-03	2.371373705661652e+02	7.791410456728768e+01
6.040000e+08	  3	  3000	  2861	1.594492193729180e-03	2.371373705661652e+02	7.843501634600683e+01
6.050000e+08	  3	  3000	   351	1.769072205393154e-03	2.371373705661652e+02	7.895683079497879e+01
6.060000e+08	  3	  3000	  1004	1.948551838456210e-03	3.162277660168374e+02	3.873344242931022e-01
6.070000e+08	  3	  3000	  1182	1.308392728210454e-03	3.162277660168374e+02	9.086647734283125e-01
6.080000e+08	  3	  3000	   334	1.564170180009944e-03	3.162277660168374e+02	1.430897270549982e+00
6.090000e+08	  3	  3000	  2641	1.615320154676005e-03	3.162277660168374e+02	1.952733993731165e+00
6.100000e+08	  3	  3000	  1065	1.191807681516372e-03	3.162277660168374e+02	2.475551442961921e+00
6.110000e+08	  3	  3000	   392	1.088625898254666e-03	3.162277660168374e+02	2.995354090854992e+00
6.120000e+08	  3	  3000	   765	1.548262699789583e-03	3.162277660168374e+02	3.518453956039015e+00
6.130000e+08	  3	  3000	  2334	1.666321833126067e-03	3.162277660168374e+02	4.040125546029667e+00
6.140000e+08	  3	  3000	  2152	1.735414276609208e-03	3.162277660168374e+02	4.562866071965574e+00
6.150000e+08	  3	  3000	  2824	1.610605128441936e-03	3.162277660168374e+02	5.084889159918604e+00
6.160000e+08	  3	  3000	   249	1.319096046493393e-03	3.162277660168374e+02	5.605637587262732e+00
6.170000e+08	  3	  3000	  2502	2.048771408550503e-03	3.162277660168374e+02	6.127144505510424e+00
6.180000e+08	  3	  3000	  1133	1.641437051925848e-03	3.162277660168374e+02	6.646924937757887e+00
6.190000e+08	  3	  3000	   895	1.233681750056552e-03	3.162277660168374e+02	7.170035396103160e+00
6.200000e+08	  3	  3000	  2663	1.860846655493282e-03	3.162277660168374e+02	7.691390258776851e+00
6.210000e+08	  3	  3000	  2533	2.430393711380738e-03	3.162277660168374e+02	8.213746172944088e+00
6.220000e+08	  3	  3000	   560	1.749337463055332e-03	3.162277660168374e+02	8.734671464071472e+00
6.230000e+08	  3	  3000	  2452	1.672320641680248e-03	3.162277660168374e+02	9.255797177873449e+00
6.240000e+08	  3	  3000	  2397	1.453754802590012e-03	3.162277660168374e+02	9.779129092314875e+00
6.250000e+08	  3	  3000	  1793	1.565358631993056e-03	3.162277660168374e+02	1.030099561322927e+01
6.260000e+08	  3	  3000	  1284	1.619269138347874e-03	3.162277660168374e+02	1.082392699039161e+01
6.270000e+08	  3	  3000	   583	1.532130076639142e-03	3.162277660168374e+02	1.134600771243732e+01
6.280000e+08	  3	  3000	  2554	1.392307490377536e-03	3.162277660168374e+02	1.186672353448291e+01
6.290000e+08	  3	  3000	   151	1.284264101612992e-03	3.162277660168374e+02	1.238805326858090e+01
6.300000e+08	  3	  3000	  2064	1.747550666235535e-03	3.162277660168374e+02	1.290921180312008e+01
6.310000e+08	  3	  3000	  2003	1.414586458232807e-03	3.162277660168374e+02	1.343085492054747e+01
6.320000e+08	  3	  3000	  1512	1.379618548199050e-03	3.162277660168374e+02	1.395314549740031e+01
6.330000e+08	  3	  3000	    93	1.364603367938165e-03	3.162277660168374e+02	1.447520781918800e+01
6.340000e+08	  3	  3000	   629	1.146866196578439e-03	3.162277660168374e+02	1.499709485710121e+01
6.350000e+08	  3	  3000	  1206	1.961002811057401e-03	3.162277660168374e+02	1.551875585037803e+01
6.360000e+08	  3	  3000	  1203	1.750981358922451e-03	3.162277660168374e+02	1.603982110013485e+01
6.370000e+08	  3	  3000	  1648	1.141365829228873e-03	3.162277660168374e+02	1.656249343513144e+01
6.380000e+08	  3	  3000	   148	1.664937408232346e-03	3.162277660168374e+02	1.708368260724093e+01
6.390000e+08	  3	  3000	   128	1.839528998663100e-03	3.162277660168374e+02	1.760546676362149e+01
6.400000e+08	  3	  3000	  2028	1.253869424745697e-03	3.162277660168374e+02	1.812695907254151e+01
6.410000e+08	  3	  3000	  1150	2.240108875645692e-03	3.162277660168374e+02	1.865102196010585e+01
6.420000e+08	  3	  3000	  2798	1.905004744323864e-03	3.162277660168374e+02	1.917062773770214e+01
6.430000e+08	  3	  3000	  2162	1.549052479328844e-03	3.162277660168374e+02	1.969425163022349e+01
6.440000e+08	  3	  3000	  1576	1.393136883184967e-03	3.162277660168374e+02	2.021438361798256e+01
6.450000e+08	  3	  3000	    48	1.670197664072983e-03	3.162277660168374e+02	2.073794746427860e+01
6.460000e+08	  3	  3000	    82	1.636452579521159e-03	3.162277660168374e+02	2.125755561584453e+01
6.470000e+08	  3	  3000	  2226	1.842495947183191e-03	3.162277660168374e+02	2.178122960147135e+01
6.480000e+08	  3	  3000	  1249	1.837108229288922e-03	3.162277660168374e+02	2.230142872632847e+01
6.490000e+08	  3	  3000	   197	1.452828736356302e-03	3.162277660168374e+02	2.282504568413117e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
6.500000e+08	  3	  3000	   833	1.138465484806195e-03	3.162277660168374e+02	2.334593984211438e+01
6.510000e+08	  3	  3000	  1332	1.724914418778838e-03	3.162277660168374e+02	2.386901541065980e+01
6.520000e+08	  3	  3000	  2292	1.520697550231319e-03	3.162277660168374e+02	2.439071339355971e+01
6.530000e+08	  3	  3000	  1440	1.660416806772024e-03	3.162277660168374e+02	2.491209324155448e+01
6.540000e+08	  3	  3000	  1556	1.588720953473525e-03	3.162277660168374e+02	2.543497937017898e+01
6.550000e+08	  3	  3000	  1739	2.136896289057049e-03	3.162277660168374e+02	2.595672660784280e+01
6.560000e+08	  3	  3000	  2431	1.467418272656439e-03	3.162277660168374e+02	2.647947878088717e+01
6.570000e+08	  3	  3000	   830	1.665091799288968e-03	3.162277660168374e+02	2.700045743490482e+01
6.580000e+08	  3	  3000	  1708	1.667214789060093e-03	3.162277660168374e+02	2.752291377148420e+01
6.590000e+08	  3	  3000	  2721	1.070565958822127e-03	3.162277660168374e+02	2.804523444808974e+01
6.600000e+08	  3	  3000	   883	1.082427348649781e-03	3.162277660168374e+02	2.856707694550691e+01
6.610000e+08	  3	  3000	   147	1.104019150135365e-03	3.162277660168374e+02	2.908896161434973e+01
6.620000e+08	  3	  3000	  1359	1.993828844438955e-03	3.162277660168374e+02	2.961131135173564e+01
6.630000e+08	  3	  3000	  1960	1.343389786305321e-03	3.162277660168374e+02	3.013281145613543e+01
6.640000e+08	  3	  3000	  2744	1.813247548578356e-03	3.162277660168374e+02	3.065495161379364e+01
6.650000e+08	  3	  3000	  2802	1.482798153412524e-03	3.162277660168374e+02	3.117615291678040e+01
6.660000e+08	  3	  3000	   596	1.881451982735781e-03	3.162277660168374e+02	3.169800710239737e+01
6.670000e+08	  3	  3000	   423	8.308521484282296e-04	3.162277660168374e+02	3.221942688982109e+01
6.680000e+08	  3	  3000	   674	1.641938424054328e-03	3.162277660168374e+02	3.274190212563343e+01
6.690000e+08	  3	  3000	  1198	1.732359824162606e-03	3.162277660168374e+02	3.326405946948229e+01
6.700000e+08	  3	  3000	   385	1.211190690164955e-03	3.162277660168374e+02	3.378650479181776e+01
6.710000e+08	  3	  3000	  2603	1.139780244123562e-03	3.162277660168374e+02	3.430829420250340e+01
6.720000e+08	  3	  3000	  2432	1.573605700979292e-03	3.162277660168374e+02	3.483114308332870e+01
6.730000e+08	  3	  3000	  1173	1.553916523376789e-03	3.162277660168374e+02	3.535248992220440e+01
6.740000e+08	  3	  3000	   345	1.433277835475399e-03	3.162277660168374e+02	3.587500923646445e+01
6.750000e+08	  3	  3000	  2975	1.767403145106845e-03	3.162277660168374e+02	3.639610007971773e+01
6.760000e+08	  3	  3000	  1851	1.613993239548672e-03	3.162277660168374e+02	3.691752893753939e+01
6.770000e+08	  3	  3000	  2652	1.208513865855211e-03	3.162277660168374e+02	3.744022913592727e+01
6.780000e+08	  3	  3000	   680	1.152887996889184e-03	3.162277660168374e+02	3.796201798667046e+01
6.790000e+08	  3	  3000	   569	2.237174958590845e-03	3.162277660168374e+02	3.848317486071011e+01
6.800000e+08	  3	  3000	  2995	2.010449623465943e-03	3.162277660168374e+02	3.900432250891210e+01
6.810000e+08	  3	  3000	  1461	1.147539059135714e-03	3.162277660168374e+02	3.952747493253339e+01
6.820000e+08	  3	  3000	  2066	1.464288078939095e-03	3.162277660168374e+02	4.004768698101712e+01
6.830000e+08	  3	  3000	    44	1.337941069357353e-03	3.162277660168374e+02	4.057149865847742e+01
6.840000e+08	  3	  3000	  1711	1.755491091909715e-03	3.162277660168374e+02	4.109248435026310e+01
6.850000e+08	  3	  3000	   127	1.404107738641127e-03	3.162277660168374e+02	4.161389059894927e+01
6.860000e+08	  3	  3000	  2516	1.661285363819912e-03	3.162277660168374e+02	4.213360062046317e+01
6.870000e+08	  3	  3000	  1784	1.407592312435184e-03	3.162277660168374e+02	4.265565845410435e+01
6.880000e+08	  3	  3000	  1058	1.479901274164479e-03	3.162277660168374e+02	4.317725279775147e+01
collision No.7	3.598815e+02[yr]	i=2, j=2344	r_ij=6.334836695544290e-05	radius[2]+radius[2344]=6.338481524341289e-05
6.890000e+08	  3	  3000	  2100	1.894012722612352e-03	3.162277660168374e+02	4.369716591933927e+01
6.900000e+08	  3	  3000	  1429	1.129225573615774e-03	3.162277660168374e+02	4.421792831713780e+01
6.910000e+08	  3	  3000	  1342	1.098637844254054e-03	3.162277660168374e+02	4.474092111224503e+01
6.920000e+08	  3	  3000	  1554	1.714406192262082e-03	3.162277660168374e+02	4.526181905834199e+01
6.930000e+08	  3	  3000	  2511	1.741689345379077e-03	3.162277660168374e+02	4.578316935952774e+01
6.940000e+08	  3	  3000	  1822	2.031624594118649e-03	3.162277660168374e+02	4.630483601068102e+01
6.950000e+08	  3	  3000	  1113	1.370070391915992e-03	3.162277660168374e+02	4.682724017626868e+01
6.960000e+08	  3	  3000	  2902	1.728771432790763e-03	3.162277660168374e+02	4.734880462956805e+01
6.970000e+08	  3	  3000	  2238	1.226685102719824e-03	3.162277660168374e+02	4.786983362383290e+01
6.980000e+08	  3	  3000	  1212	1.632495173746237e-03	3.162277660168374e+02	4.839145317058178e+01
6.990000e+08	  3	  3000	  1218	1.284968562325996e-03	3.162277660168374e+02	4.891353431113293e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
7.000000e+08	  3	  3000	  1128	1.880113651900610e-03	3.162277660168374e+02	4.943537836396573e+01
7.010000e+08	  3	  3000	   993	1.502278738067733e-03	3.162277660168374e+02	4.995732980967406e+01
7.020000e+08	  3	  3000	  2263	2.084570500410753e-03	3.162277660168374e+02	5.047932054012893e+01
7.030000e+08	  3	  3000	  2037	1.072655122687521e-03	3.162277660168374e+02	5.100087009458778e+01
7.040000e+08	  3	  3000	  1102	2.098127243276038e-03	3.162277660168374e+02	5.152355838385768e+01
7.050000e+08	  3	  3000	  1431	9.564417725100518e-04	3.162277660168374e+02	5.204322036787637e+01
7.060000e+08	  3	  3000	  2084	1.903065962975746e-03	3.162277660168374e+02	5.256585352125011e+01
7.070000e+08	  3	  3000	  1894	1.306180984380073e-03	3.162277660168374e+02	5.308738319311831e+01
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[1894]	= 8.206977e-03
E_error	= 1.123858286704935e-05
L_error	= -nan
dE_correct	= 0.000000000000000e+00
step	= 7.070000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14111.930746[s]
user time	= 41588.584000[s]
system time	= 704.108000[s]
Execution Time	(total	= 1.411193e+04 [s])
Corrector		= 6.686508e+03 [s]	47.38 [%]
Predictor		= 3.665065e+03 [s]	25.97 [%]
Iteration		= 2.807882e+03 [s]	19.90 [%]
Orbital_Elements	= 4.187358e+01 [s]	 0.30 [%]
Collision_Judgement	= 3.316671e+00 [s]	 0.02 [%]
Energy			= 4.082500e-02 [s]	 0.00 [%]
Fragmentation		= 0.000000e+00 [s]	 0.00 [%]
Others			= 9.072442e+02 [s]	 6.43 [%]
-----
myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_ecc5E-2_nofrag_noacc/rand01/tempread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
7.070000e+08	  3	  3000	  1894	1.306180984380073e-03	3.162277660168374e+02	5.308738319311831e+01
